Node1,Node2,Weight
E2F2,ARHGAP11A,0.269010286
E2F2,ARID1A,-0.524497519
E2F2,ARID3B,0.387399016
E2F2,ARL6IP6,-0.579708743
E2F2,ARSJ,-0.121930195
E2F2,BAP1,-0.378175875
E2F2,BMPR1B,-0.45752861
E2F2,BROX,-0.308814691
E2F2,C11orf54,0.278509778
E2F2,CA2,0.529212672
E2F2,CAPRIN1,-0.514845249
E2F2,CBX1,-0.389195117
E2F2,CCNE1,0.649174428
E2F2,CCNE2,-0.302893109
E2F2,CCT3,0.005789462
E2F2,CDCA3,0.449249227
E2F2,CDCA7,-0.588863828
E2F2,CENPM,0.865618643
E2F2,CHCHD7,-0.063877857
E2F2,CHRDL1,-0.397125391
E2F2,CLIC1,-0.764194688
E2F2,CLK2,-0.264196658
E2F2,CLTA,-0.058510504
E2F2,CNOT10,0.045552632
E2F2,COPS6,0.136144066
E2F2,CSRNP1,-0.151932047
E2F2,CYP2R1,-0.352925919
E2F2,DCAF7,-0.579913779
E2F2,DCTPP1,0.19005716
E2F2,DENR,-0.151817721
E2F2,DHX30,-0.368090698
E2F2,DHX9,-0.250169259
E2F2,DPF2,-0.412714613
E2F2,DTL,-0.394098681
E2F2,EFCAB7,-0.245132512
E2F2,EPM2A,0.685267419
E2F2,FARS2,0.16851147
E2F2,FBLN1,-0.518885189
E2F2,GALNT11,-0.461809449
E2F2,GCHFR,0.449031307
E2F2,GINS1,-0.101438059
E2F2,GMNN,-0.384793096
E2F2,GON4L,-0.085028931
E2F2,GPAA1,0.312735834
E2F2,GPR158,0.618160679
E2F2,GTF3C2,-0.076546064
E2F2,HAT1,0.360887544
E2F2,HMGB2,-0.519537215
E2F2,KDM6A,-0.289151167
E2F2,KIAA1143,-0.325197193
E2F2,KLHDC3,-0.448962112
E2F2,LBR,-0.606905435
E2F2,LHX2,0.510825801
E2F2,LRRC4C,0.267157611
E2F2,MAPRE1,-0.500089078
E2F2,MCM10,0.372174453
E2F2,MELK,-0.347268356
E2F2,MEPCE,-0.53127712
E2F2,METTL15,-0.531514315
E2F2,METTL3,-0.083696723
E2F2,MRPL24,0.013323449
E2F2,MRPL49,0.201525193
E2F2,MRTO4,0.065733375
E2F2,MSH3,-0.323716219
E2F2,MSH6,0.283131415
E2F2,MYOZ3,0.580963694
E2F2,MZT1,-0.589920486
E2F2,N4BP2L1,0.238848471
E2F2,NCBP2,-0.481394993
E2F2,NEK2,0.486744813
E2F2,NIPBL,-0.521385612
E2F2,NPY1R,0.073010244
E2F2,NR2C2AP,0.355726503
E2F2,NSF,-0.0011093
E2F2,NSFL1C,-0.244261735
E2F2,NUP153,-0.347524244
E2F2,NUP155,0.227673673
E2F2,OAS2,0.127335282
E2F2,OTUD7B,-0.30680505
E2F2,PABPC1,-0.883171012
E2F2,PARD3,0.09946597
E2F2,PHYHIPL,-0.380129422
E2F2,POLE2,-0.086192232
E2F2,PPM1D,-0.466180712
E2F2,PRR14L,-0.335700177
E2F2,PRRC2C,-0.738212254
E2F2,PTBP3,-0.735442307
E2F2,PTGS2,-0.480238811
E2F2,PTMA,-0.66253057
E2F2,PTPRB,-0.133549286
E2F2,PXMP2,0.83699861
E2F2,RANBP1,0.278524442
E2F2,RASSF4,-0.324233246
E2F2,RBM22,-0.693273597
E2F2,RBM28,-0.065853824
E2F2,RDH16,0.46465734
E2F2,RHOBTB1,-0.501117565
E2F2,RPL15,-0.65944589
E2F2,RPL29,-0.782537828
E2F2,RPS20,-0.804448226
E2F2,RPS6KB1,-0.165162923
E2F2,RUSC1,-0.254495818
E2F2,SAP30L,-0.341941276
E2F2,SENP1,-0.408001376
E2F2,SERPINE1,0.090107489
E2F2,SETD2,-0.311734202
E2F2,SHB,-0.47947697
E2F2,SLC16A2,0.111269413
E2F2,SLC25A20,0.600398855
E2F2,SLC2A3,-0.108918771
E2F2,SLC39A14,0.385303514
E2F2,SMARCE1,-0.342878432
E2F2,SMC3,-0.499910896
E2F2,SMC4,-0.349755486
E2F2,SORL1,-0.027104067
E2F2,SPRY2,-0.327248544
E2F2,STAG1,-0.425823109
E2F2,STK35,-0.508555655
E2F2,STMN1,-0.209650652
E2F2,STOML2,0.564190021
E2F2,SUV39H1,0.399429627
E2F2,SUZ12,-0.841410772
E2F2,TACC3,0.309387096
E2F2,TCP1,-0.001571308
E2F2,TMEM53,0.257322312
E2F2,TMPO,-0.0103832
E2F2,TRMT12,-0.419184042
E2F2,TRMT6,-0.624942941
E2F2,TSPAN7,0.343606874
E2F2,TUFT1,-0.451808611
E2F2,UBE2S,-0.428377895
E2F2,UHRF1,-0.733975518
E2F2,UNG,-0.051474394
E2F2,USP1,-0.542075414
E2F2,UTRN,-0.608765122
E2F2,WNT5A,-0.528319833
E2F2,WNT9A,0.76242839
E2F2,WRAP73,0.733173466
E2F2,XPO1,-0.437916245
E2F3,AP1S1,-0.140252314
E2F3,ARID1A,0.345024917
E2F3,ARL6IP6,0.338933295
E2F3,AURKA,0.319972565
E2F3,BMPR1B,0.406303232
E2F3,BRD7,0.171383348
E2F3,CAMK2B,-0.670196194
E2F3,CCNE1,-0.518868455
E2F3,CLK2,0.362432731
E2F3,CNOT10,-0.157653257
E2F3,CTNNB1,-0.008234407
E2F3,DHX9,0.14387377
E2F3,EGR1,0.480658284
E2F3,FBLN1,0.179232541
E2F3,GALNT11,0.260869089
E2F3,GON4L,0.118025042
E2F3,GPR158,-0.440417962
E2F3,HMGA1,0.226633674
E2F3,KDM6A,0.249860185
E2F3,MCM10,-0.181532561
E2F3,MRPL49,-0.436449343
E2F3,MSH6,-0.136102675
E2F3,MYOZ3,-0.263060994
E2F3,MZT1,0.376128033
E2F3,NCBP2,0.669566259
E2F3,NPY1R,-0.375767832
E2F3,NSF,-0.337082212
E2F3,PABPC1,0.727774901
E2F3,PRR14L,0.508481806
E2F3,RANBP1,0.136270288
E2F3,RBM22,0.267634053
E2F3,RHOBTB1,0.21677011
E2F3,SDC1,-0.288132576
E2F3,SLC39A14,-0.224173383
E2F3,SPRY2,0.534549087
E2F3,SUV39H1,-0.280006286
E2F3,TACC3,-0.212416198
E2F3,TMPO,-0.239916948
E2F3,TRMT6,0.471333542
E2F3,TUFT1,0.695513231
E2F3,UHRF1,0.333651854
E2F3,WNT5A,0.623624575
E2F3,XRCC6,-0.189495732
E2F4,ACTG1,-0.344712902
E2F4,ANLN,-0.51847337
E2F4,AP1S1,-0.34092369
E2F4,ARID1A,-0.594522196
E2F4,ARL6IP6,-0.653698875
E2F4,AURKB,0.606062691
E2F4,BIRC5,0.257554776
E2F4,BMPR1B,-0.554400769
E2F4,BRCA1,0.786045867
E2F4,BRD7,-0.677306391
E2F4,BROX,-0.693640271
E2F4,BUB3,-0.177637
E2F4,CALM1,-0.291594921
E2F4,CAMK2B,0.568844276
E2F4,CAPRIN1,-0.5285165
E2F4,CDC37L1,0.442242861
E2F4,CENPE,-0.555295239
E2F4,CENPM,0.244090707
E2F4,CKS2,0.535025513
E2F4,CLK2,0.357245806
E2F4,CNOT10,-0.211400332
E2F4,COL4A1,-0.476264739
E2F4,COPS6,-0.162264653
E2F4,CSE1L,-0.335120561
E2F4,CTH,-0.169746754
E2F4,DHX9,-0.198823322
E2F4,DIRAS3,0.410794972
E2F4,DRG1,-0.110938592
E2F4,E2F3,-0.252569953
E2F4,EIF4H,-0.295055057
E2F4,F3,-0.657160981
E2F4,FBLN1,-0.429449841
E2F4,FEN1,-0.051227675
E2F4,G6PD,0.026348617
E2F4,GALNT11,-0.814437516
E2F4,GJB2,0.407410174
E2F4,GON4L,-0.409279594
E2F4,GPANK1,-0.462957567
E2F4,GPR158,0.617165253
E2F4,GTF3C2,-0.321974225
E2F4,HLTF,0.188888204
E2F4,HMGA1,-0.706692973
E2F4,HMMR,-0.101837601
E2F4,ITGB3BP,0.037234342
E2F4,KDM6A,-0.394136495
E2F4,KHDRBS1,-0.290667005
E2F4,KIF4A,0.078783174
E2F4,MAPRE1,-0.004797976
E2F4,MCM10,-0.244546811
E2F4,MCM8,-0.465892307
E2F4,METTL3,0.322849034
E2F4,MKI67,-0.090047089
E2F4,MRPL49,-0.193875457
E2F4,MSH2,-0.635647275
E2F4,MSH6,0.634592101
E2F4,MYOZ3,0.710492863
E2F4,MZT1,-0.43162235
E2F4,NCBP2,0.077719641
E2F4,NCL,0.471048263
E2F4,NDC80,-0.50271387
E2F4,NEK2,0.292856104
E2F4,NPY1R,-0.037095605
E2F4,NSF,-0.178422921
E2F4,PABPC1,-0.478497968
E2F4,PCLAF,-0.040062481
E2F4,PHYHIPL,0.127059121
E2F4,PLK4,-0.141434585
E2F4,PLSCR4,0.248691991
E2F4,POLD1,0.056321475
E2F4,POLE2,0.051446276
E2F4,PPIA,-0.17467734
E2F4,PPM1D,-0.211254767
E2F4,PRC1,-0.109093553
E2F4,PRIM2,-0.847554948
E2F4,PRR14L,-0.188543661
E2F4,PRRC2C,-0.385287478
E2F4,RABIF,-0.02226726
E2F4,RANBP1,0.487946139
E2F4,RBM22,-0.351154139
E2F4,RFC3,-0.754678681
E2F4,RFC4,-0.081846102
E2F4,RHOBTB1,-0.684411465
E2F4,RPL15,0.062154827
E2F4,RPL23A,-0.164848824
E2F4,RPS4X,-0.329180563
E2F4,RRM1,0.10868759
E2F4,RUSC1,-0.555987621
E2F4,SDC1,-0.53936772
E2F4,SLC39A14,0.823488658
E2F4,SMC2,-0.515458343
E2F4,SMC3,-0.431748834
E2F4,SPRY2,0.333535375
E2F4,STAM,-0.303106451
E2F4,SUPT4H1,-0.393500743
E2F4,TACC3,0.053837847
E2F4,TBL2,0.194663405
E2F4,TK1,0.383614203
E2F4,TMPO,-0.220489542
E2F4,TOP2A,-0.596768627
E2F4,TOPBP1,-0.514365902
E2F4,TRIM28,-0.001174269
E2F4,TRMT6,-0.658141549
E2F4,TRRAP,-0.55019567
E2F4,TSNAX,-0.571274172
E2F4,TTK,-0.370271333
E2F4,TUFT1,0.415719874
E2F4,WNT5A,0.002611125
E2F4,XPO1,-0.721868482
E2F4,XRCC6,-0.17478156
E2F5,AGBL5,-0.211713097
E2F5,AP1S1,-0.514388285
E2F5,APIP,-0.19309115
E2F5,ARHGAP11A,-0.483243363
E2F5,ARID1A,-0.197279088
E2F5,ARL6IP6,-0.162770503
E2F5,ARSJ,0.131342129
E2F5,BAP1,0.40387821
E2F5,BMPR1B,0.038474437
E2F5,BROX,-0.567237689
E2F5,CA2,0.389780879
E2F5,CAPRIN1,-0.229175245
E2F5,CBX1,-0.064259567
E2F5,CCT3,-0.227107529
E2F5,CDCA7,0.19060034
E2F5,CENPM,-0.325528738
E2F5,CHCHD7,0.338606798
E2F5,CHRDL1,0.126194632
E2F5,CLIC1,-0.082806474
E2F5,CLK2,0.362793569
E2F5,CLTA,-0.329388188
E2F5,CNOT10,-0.3903574
E2F5,COPS6,-0.275669585
E2F5,CSRNP1,0.401098192
E2F5,CYP2R1,-0.642489166
E2F5,DCTPP1,-0.17755886
E2F5,DENR,-0.288693381
E2F5,DHX30,0.553435778
E2F5,DHX9,-0.198826881
E2F5,DTL,0.188082806
E2F5,EFCAB7,-0.433717431
E2F5,FARS2,-0.254626288
E2F5,FBLN1,0.121819441
E2F5,GALNT11,-0.414837983
E2F5,GINS1,-0.057829967
E2F5,GMNN,-0.473957598
E2F5,GON4L,-0.595578573
E2F5,GPAA1,-0.144133764
E2F5,GPR158,0.108924374
E2F5,GTF3C2,-0.243439781
E2F5,HAT1,0.439928453
E2F5,HMGA1,-0.1962939
E2F5,HMGB2,-0.249305527
E2F5,KDM6A,-0.424844246
E2F5,KIAA1143,0.121881047
E2F5,KLHDC3,0.101132769
E2F5,LHX2,-0.052994744
E2F5,LOXL2,0.230025333
E2F5,LRRC4C,0.348621591
E2F5,MCM10,-0.582265949
E2F5,MELK,0.16546297
E2F5,MEPCE,0.284909306
E2F5,METTL15,-0.020343571
E2F5,METTL3,0.405955228
E2F5,MRPL24,0.519977933
E2F5,MRPL49,-0.482035296
E2F5,MRTO4,0.332352962
E2F5,MSH3,-0.079064721
E2F5,MSH6,0.53018667
E2F5,MYOZ3,0.075960692
E2F5,MZT1,-0.019858473
E2F5,N4BP2L1,0.39446004
E2F5,NCBP2,0.417116214
E2F5,NIPBL,-0.187869753
E2F5,NPY1R,-0.004158579
E2F5,NR2C2AP,0.000397852
E2F5,NSF,-0.336136669
E2F5,NSFL1C,-0.297537354
E2F5,NUP153,0.820579358
E2F5,NUP155,-0.049850791
E2F5,OTUD7B,-0.294564426
E2F5,PABPC1,0.350627088
E2F5,PARD3,-0.527187871
E2F5,PHYHIPL,0.32737577
E2F5,PPM1D,0.297688335
E2F5,PRR14L,-0.028426729
E2F5,PRRC2C,0.071068647
E2F5,PTBP3,-0.354531561
E2F5,PTMA,0.480154322
E2F5,PTPRB,-0.004756582
E2F5,PXMP2,0.000744806
E2F5,RANBP1,0.201249277
E2F5,RASSF4,-0.402091775
E2F5,RBM22,0.184490706
E2F5,RBM28,0.402676935
E2F5,RHOBTB1,-0.219553554
E2F5,RPL15,0.566922095
E2F5,RPL29,0.572187257
E2F5,RPS20,0.274560099
E2F5,RUSC1,-0.45946916
E2F5,SAP30L,0.033477989
E2F5,SENP1,0.055704894
