id	filename	md5	size	state
0036fcec-eaed-430b-9a23-5efb2d2cc7f2	0036fcec-eaed-430b-9a23-5efb2d2cc7f2/32b682ec-8156-44ca-bff0-26155c7fdc12.rna_seq.augmented_star_gene_counts.tsv	4fddb7b4ea22ac07e2d3d001b4f99dea	4222292	validated
01e802a3-1ae8-4601-9540-d99dba62728e	01e802a3-1ae8-4601-9540-d99dba62728e/b479840d-e285-405d-ab96-c8d8aa46992d.rna_seq.augmented_star_gene_counts.tsv	d93276c07700655343eb891b52194a50	4215091	validated
023b8a0a-1b32-4feb-8b9d-0844dc0e7c6c	023b8a0a-1b32-4feb-8b9d-0844dc0e7c6c/a7d51d09-db64-418f-a44f-574d3fbe3501.rna_seq.augmented_star_gene_counts.tsv	6e724d4527649c1138eb224277425a52	4206881	validated
02957f01-c615-4576-8d45-473204cb284a	02957f01-c615-4576-8d45-473204cb284a/a2289b57-3c34-4fec-a5c5-10bea95e30fb.rna_seq.augmented_star_gene_counts.tsv	3098970d868f5d1046360bc2086eb9e7	4217980	validated
03e3e614-324f-4471-89fc-6b134605f364	03e3e614-324f-4471-89fc-6b134605f364/07ba0ffd-9a39-498d-b289-a8896d1c3caf.rna_seq.augmented_star_gene_counts.tsv	0f50d69e555bd3de7cad8187e321cbd9	4216040	validated
0444bb3d-0844-4333-97b0-e71faca95abb	0444bb3d-0844-4333-97b0-e71faca95abb/28e28451-9c55-4f01-9ac1-fda75a6f828d.rna_seq.augmented_star_gene_counts.tsv	69c8089bcca59a42629ea9ccb20afbaf	4201510	validated
074a7dd3-8688-4dda-9bd9-7221e32f4940	074a7dd3-8688-4dda-9bd9-7221e32f4940/b65237ee-e280-4414-90ca-6c9815801ba6.rna_seq.augmented_star_gene_counts.tsv	9c51a6bebbe580a1de5e8001eeda3fde	4223374	validated
0829bb65-1cde-461c-b511-3649d97c62e7	0829bb65-1cde-461c-b511-3649d97c62e7/2a3e3e31-ec7e-42e3-b219-2bc84f3888ac.rna_seq.augmented_star_gene_counts.tsv	dc3b992251ceac3cd0e29d16c8cbe16d	4223556	validated
0940bd97-2818-48f6-a0a5-f955152409b8	0940bd97-2818-48f6-a0a5-f955152409b8/c9432a6e-4d79-4de2-8ffa-e3b05129f78f.rna_seq.augmented_star_gene_counts.tsv	5bbafbac99f4870fe80a93a79327b91b	4217208	validated
0bee0323-d4e5-4f61-97a3-d12e0d21c18d	0bee0323-d4e5-4f61-97a3-d12e0d21c18d/e6c37259-ade1-42e8-8087-88e04862218c.rna_seq.augmented_star_gene_counts.tsv	1c60dd217c50722e2eb250e786170b1b	4239826	validated
0cf6ddfa-58d3-47b6-b2ae-885749b456c5	0cf6ddfa-58d3-47b6-b2ae-885749b456c5/e615e629-be8c-4dce-a004-160e9d69b2db.rna_seq.augmented_star_gene_counts.tsv	b702601500cc5408baf7cc3915889317	4228232	validated
