gene1,gene2
ATF2,CEP55
ATF2,COPA
ATF2,CPNE1
ATF2,DCUN1D3
ATF2,DNAJC7
ATF2,DNAJC9
ATF2,DSE
ATF2,DTL
ATF2,EARS2
ATF2,ENOPH1
ATF2,FAS
ATF2,FBXO4
ATF2,FGF13
ATF2,FOSB
ATF2,GABARAPL1
ATF2,HMGA1
ATF2,HNRNPU
ATF2,KCNN2
ATF2,KDM5B
ATF2,KRTCAP2
ATF2,LIG3
ATF2,LPP
ATF2,MAP7
ATF2,MRPL34
ATF2,NFYA
ATF2,NUDT3
ATF2,ONECUT2
ATF2,PCK1
ATF2,PFDN6
ATF2,PHACTR3
ATF2,PLCD3
ATF2,POGK
ATF2,PPM1D
ATF2,PTGS2
ATF2,PWP1
ATF2,RBM12
ATF2,RCC2
ATF2,RUSC1
ATF2,RUVBL2
ATF2,SAFB2
ATF2,SART3
ATF2,SCAMP3
ATF2,SEC24C
ATF2,SLC16A2
ATF2,SNRNP40
ATF2,STAU2
ATF2,TNF
ATF2,TSPYL1
ATF2,UNC5C
ATF2,WDHD1
ATF2,ZWILCH
ATF5,ACBD4
ATF5,ADK
ATF5,CDKL5
ATF5,CENPE
ATF5,CEP55
ATF5,CIRBP-AS1
ATF5,COPA
ATF5,DNAJC7
ATF5,DNAJC9
ATF5,ENOPH1
ATF5,FBXO4
ATF5,FGF13
ATF5,FOSB
ATF5,GGNBP2
ATF5,HHIP
ATF5,HNRNPA2B1
ATF5,HNRNPU
ATF5,IGF2BP2
ATF5,JDP2
ATF5,KCNN2
ATF5,KLF13
ATF5,KLHL12
ATF5,KRTCAP2
ATF5,LIG3
ATF5,LOX
ATF5,LPP
ATF5,MCAM
ATF5,NEDD1
ATF5,NPM1
ATF5,NUDT3
ATF5,ONECUT2
ATF5,PCDH9
ATF5,PEX5
ATF5,PFDN6
ATF5,PHACTR3
ATF5,RAD51C
ATF5,RNF44
ATF5,RPS27
ATF5,RUSC1
ATF5,SAFB2
ATF5,SLC5A7
ATF5,SND1
ATF5,STAMBP
ATF5,TAF2
ATF5,TAPT1
ATF5,TSPYL1
ATF5,UCK2
ATF5,ZBTB33
ATF5,ZNF711
ATF5,ZNF746
ATF5,ZWILCH
ATIC,ADSS1
ATP6V1F,EGR2
ATP6V1F,EGR3
AXIN2,POU2F1
B4GALT3,ATF2
B4GALT3,ATF5
B4GALT3,ST3GAL3
BARD1,BRCA1
BARD1,BRD7
BARD1,FEZ1
BARD1,MDC1
BARD1,MSH2
BARD1,POU2F1
BARD1,TCERG1
BCL2L1,MAPK10
BCL2L1,MYC
BCL2L1,POU2F1
BCL2L1,SMAD3
BCL2L1,TP53
BDP1,POLR3F
BHLHE40,CTSA
BHLHE40,ENOPH1
BHLHE40,FAM168B
BHLHE40,KDM6B
BHLHE40,MEPCE
BHLHE40,MIEN1
BHLHE40,U2SURP
BHMT,DMGDH
BMP5,BMPR1A
BMP5,POU2F1
BMP8A,BMPR1A
BRAF,E2F1
BRAF,EGR1
BRAF,FOS
BRAF,FOSB
BRAF,KRAS
BRCA1,BAP1
BRCA1,DDB2
BRCA1,DHX9
BRCA1,ETV4
BRCA1,HMGA1
BRCA1,KPNA2
BRCA1,MDC1
BRCA1,NFYA
BRCA1,RBBP7
BRCA2,BRCA1
BRCA2,BUB1B
BRCA2,CCNE1
BRCA2,ESR1
BRCA2,FANCD2
BRCA2,FANCG
BRCA2,HDAC1
BRCA2,MYC
BRCA2,PLK1
BRCA2,RPA1
BRCA2,SEM1
BRCA2,SMAD3
BRD7,BHLHE40
BRD7,PAFAH1B3
BRD7,PTPN13
BRD7,RPLP1
BRD8,TRRAP
C8A,POU2F1
CAMK1,EGR2
CAMK1,EGR3
CAMK2B,EGR2
CAMK2B,EGR3
CAT,EGR1
CAT,EGR3
CAT,NFE2L2
CAT,NFYC
CBX3,LBR
CBX3,MKI67
CBX3,TRIM24
CCNA2,PTMA
CCNB1,FOXM1
CCNB1,MYC
CCNB1,NFYA
CCNB1,PTMA
CCNB1,PTTG1
CCNB2,ANAPC11
CCNB2,ANAPC7
CCNB2,CDC20
CCNB2,MCM2
CCND1,ATF2
CCND1,BRCA1
CCND1,CDK4
CCND1,CDK6
CCND1,E2F8
CCND1,EGR1
CCND1,ELAVL1
CCND1,ESR1
CCND1,ETS2
CCND1,HDAC1
CCND1,HEY1
CCND1,MAPK1
CCND1,MYC
CCND1,NELFCD
CCND1,POU2F1
CCND1,RB1
CCND1,SMARCA4
CCND1,TCF7
CCNE1,COIL
CCNE1,EGR2
CCNE1,EGR3
CCNE1,EZH2
CCNE1,SMARCA4
CCNE1,SMARCD3
CCNE1,TCF19
CD14,ATF2
CD14,TLR4
CDC20,FBXO5
CDC20,MAD2L1
CDC20,NFYA
CDC20,NFYC
CDC20,PTTG1
CDC23,NFYA
CDC23,NFYC
CDC23,PTTG1
CDC25B,FOXM1
CDC25C,MYC
CDC25C,PPP1CC
CDC45,NFYA
CDC6,E2F1
CDC6,E2F5
CDC6,FOXM1
CDC6,MCM3
CDC6,MYC
CDC6,POU2F1
CDK1,FOXM1
CDK1,HMGA1
CDK1,MDM4
CDK1,NPM1
CDK1,PTMA
CDK1,PTTG1
CDK4,BHLHE40
CDK4,BRCA1
CDK4,E2F1
CDK4,EGR1
CDK4,ESR1
CDK4,FOS
CDK4,MAPK1
CDK4,MCM2
CDK4,MYC
CDK4,NCOA2
CDK4,PTMA
CDK4,SMAD2
CDK4,SMAD3
CDK6,EGR1
CDK6,MCM2
CDK7,ERCC3
CDK7,ESR1
CDK7,PCGF6
CDKN1A,EZH2
CDKN1A,FUBP1
CDKN1A,NELFCD
CDKN1A,NPM1
CDKN1A,PTMA
CDKN1A,TAF5
CDKN1A,TSG101
CDKN1A,XRCC6
CDKN2A,EZH2
CDKN2A,FOXM1
CDKN2A,MCM5
CDKN2C,CCND1
CDKN2C,CDK4
CDKN2C,EGR1
CDKN2C,EGR3
CDKN2C,MYC
CDKN2C,RBBP5
CDKN2C,TLE1
CDKN2C,WDR5
CENPS,FANCI
CENPX,FANCI
CFI,C3
CITED2,LHX2
CKS1B,NFYA
CKS1B,NFYC
CKS1B,SKP2
CKS2,NFYA
CKS2,SKP2
CLEC4M,FOSB
CLEC4M,IL10
CLOCK,BHLHE40
CLOCK,CSNK1D
CLOCK,FOSB
CNOT3,CAND1
CNOT3,CNOT1
CNOT4,CNOT1
CNOT4,UBE2D2
COIL,CEP70
COIL,KALRN
COIL,KPNA3
COIL,SART3
COIL,TGS1
CREB3L2,EGR1
CSNK1A1,ATF2
CSNK1A1,ATF5
CSNK1A1,EGR1
CSNK1A1,HMGB2
CSNK1A1,MDM4
CSNK1A1L,APC
CSNK1A1L,AXIN2
CSNK2A1,ATF2
CSNK2A1,BDP1
CSNK2A1,BRCA1
CSNK2A1,CUX2
CSNK2A1,EGR1
CSNK2A1,HMGA1
CSNK2A1,MAZ
CSNK2A1,SSRP1
CSNK2A1,ZHX1
CTNNA1,FOSB
CTNNBL1,STAMBP
CYP1A2,CYP26A1
CYP1A2,CYP2C19
CYP1A2,CYP2J2
CYP1A2,GSTO2
CYP1A2,NAT2
CYP26A1,CYP2B6
CYP2A6,CYP2B6
CYP2A7,CYP26A1
CYP2C8,CYP26A1
CYP2C9,CYP26A1
CYP8B1,AKR1D1
CYP8B1,TP53
DACH1,UBE2I
DCN,NR1H4
DCN,POU2F1
DCTN2,EGR2
DCTN2,EGR3
DCTN2,TUBA1B
DCTN4,HSF2
DCTN4,TUBA1B
DDB2,CUL4A
DDB2,CUL4B
DDX20,DHX9
DDX20,GEMIN5
DDX20,SNRPD2
DDX20,SNRPE
DDX20,SNRPF
DGKQ,PLCD3
DGKZ,EGR3
DGKZ,PLCD3
DNAJC2,HSPA14
DNMT1,BIRC5
DNMT1,CBX1
DNMT1,PROM1
DNMT1,TSG101
DNMT3A,CBX1
DNMT3A,EZH2
DNMT3A,SETDB1
DNMT3A,SUV39H1
DNMT3A,UBE2I
DR1,NR2C2
DR1,POLE3
DR1,PTGS2
DTYMK,MYC
DTYMK,NFYA
DTYMK,TK1
DTYMK,TYMS
DUSP1,ATF2
DUSP1,ATF5
DUSP1,MYC
DUSP1,NFE2L2
DUSP6,EGR1
DUSP6,MYC
DUT,TK1
DVL1,APC
DVL1,BRD7
DVL1,FRAT1
DVL1,FRAT2
DVL1,MYC
DVL1,NKD2
DVL1,SMAD2
DVL1,SMAD3
DVL2,FOSB
DVL2,FRAT1
DVL2,MYC
DVL2,NKD2
DVL2,RNPS1
DVL3,FRAT1
DVL3,KAT7
DVL3,NKD2
DYNC1H1,TUBA1B
DYNC1I2,TUBA1B
DYNLL1,DNMT1
DYNLL1,EGR2
DYNLL1,EGR3
DYNLL1,NFYA
DYNLL1,NRF1
DYNLL1,TUBA1B
DYNLL1,ZHX1
DYNLL1,ZMYND11
E2F1,AADAT
E2F1,ACACA
E2F1,ACOT4
E2F1,ACSL1
E2F1,ADNP
E2F1,ANKH
E2F1,ARHGAP11A
E2F1,ATAD2
E2F1,AURKB
E2F1,BIRC5
E2F1,CA2
E2F1,CANX
E2F1,CAPRIN1
E2F1,CASK
E2F1,CBX3
E2F1,CCDC93
E2F1,CDAN1
E2F1,CDCA3
E2F1,CDCA5
E2F1,CDK6
E2F1,CDT1
E2F1,CENPH
E2F1,CENPM
E2F1,CHKA
E2F1,CHRAC1
E2F1,CHRDL1
E2F1,CLK2
E2F1,CPSF3
E2F1,CRTAP
E2F1,CSE1L
E2F1,CTBS
E2F1,DDB2
E2F1,DENND5A
E2F1,DENR
E2F1,DHX30
E2F1,DIRAS3
E2F1,DISP1
E2F1,DOCK5
E2F1,DPCD
E2F1,DTL
E2F1,E2F8
E2F1,ECT2
E2F1,EIF2AK1
E2F1,EIF4A3
E2F1,ESR1
E2F1,ETV4
E2F1,EZH2
E2F1,FBLN1
E2F1,FBXO5
E2F1,FOXM1
E2F1,FOXP1
E2F1,FZD1
E2F1,FZD10
E2F1,GGT5
E2F1,GPR158
E2F1,HMGA1
E2F1,HNRNPK
E2F1,HPS4
E2F1,HSPA14
E2F1,IGF2
E2F1,IGFBP3
E2F1,IL1B
E2F1,ISYNA1
E2F1,ITIH1
E2F1,KCNJ16
E2F1,KDM6A
E2F1,KIF11
E2F1,KIF2C
E2F1,KIF4A
E2F1,LBR
E2F1,LIG1
E2F1,LRR1
E2F1,MAP7
E2F1,MBNL3
E2F1,MCM2
E2F1,MCM8
E2F1,MEPCE
E2F1,MLEC
E2F1,MRTO4
E2F1,MYC
E2F1,NDC80
E2F1,NPC1
E2F1,NPY1R
E2F1,NSFL1C
E2F1,OLFML3
E2F1,PARP12
E2F1,PBRM1
E2F1,PCBP2
E2F1,PCGF6
E2F1,PDCL
E2F1,PHF20
E2F1,PIGU
E2F1,PPM1D
E2F1,PRIM2
E2F1,PTMA
E2F1,PTPRB
E2F1,PURA
E2F1,RANGRF
E2F1,RBM10
E2F1,RBM22
E2F1,RCC2
E2F1,RHOBTB1
E2F1,RPL10A
E2F1,RPL15
E2F1,RPLP2
E2F1,RPS20
E2F1,RPS6KB1
E2F1,RRM1
E2F1,RUSC1
E2F1,RUVBL2
E2F1,SDC1
E2F1,SEPHS1
E2F1,SKP2
E2F1,SMARCA4
E2F1,SMC1A
E2F1,SMC4
E2F1,SMYD2
E2F1,SNAPIN
E2F1,SNHG1
E2F1,SNHG6
E2F1,STAM
E2F1,STIL
E2F1,SUZ12
E2F1,TATDN2
E2F1,TBC1D13
E2F1,TERT
E2F1,THOC6
E2F1,TIPIN
E2F1,TMEM53
E2F1,TOPBP1
E2F1,TP53BP2
E2F1,TRIM24
E2F1,TRRAP
E2F1,TTL
E2F1,TUBA1B
E2F1,TXLNG
E2F1,UBAP2
E2F1,UBE2S
E2F1,UNG
E2F1,UTRN
E2F1,WDSUB1
E2F1,WNT5A
E2F1,WNT9A
E2F1,YEATS4
E2F1,ZMYM1
E2F1,ZWILCH
E2F2,ACSL1
E2F2,ACTR6
E2F2,AGBL5
E2F2,AP1S1
E2F2,APIP
E2F2,ARHGAP11A
E2F2,ARID1A
E2F2,ARID3B
E2F2,ARL6IP6
E2F2,ARSJ
E2F2,BAP1
E2F2,BMPR1B
E2F2,BROX
E2F2,C11orf54
E2F2,CA2
E2F2,CAPRIN1
E2F2,CBX1
E2F2,CCNE1
E2F2,CCNE2
E2F2,CCT3
E2F2,CDCA3
E2F2,CDCA7
E2F2,CENPM
E2F2,CHCHD7
E2F2,CHRDL1
E2F2,CLIC1
E2F2,CLK2
E2F2,CLTA
E2F2,CNOT10
E2F2,COPS6
E2F2,CSRNP1
E2F2,CYP2R1
E2F2,DCAF7
E2F2,DCTPP1
E2F2,DENR
E2F2,DHX30
E2F2,DHX9
E2F2,DPF2
E2F2,DTL
E2F2,EFCAB7
E2F2,EPM2A
E2F2,FARS2
E2F2,FBLN1
E2F2,GALNT11
E2F2,GCHFR
E2F2,GINS1
E2F2,GMNN
E2F2,GON4L
E2F2,GPAA1
E2F2,GPR158
E2F2,GTF3C2
E2F2,HAT1
E2F2,HMGB2
E2F2,KDM6A
E2F2,KIAA1143
E2F2,KLHDC3
E2F2,LBR
E2F2,LHX2
E2F2,LRRC4C
E2F2,MAPRE1
E2F2,MCM10
E2F2,MELK
E2F2,MEPCE
E2F2,METTL15
E2F2,METTL3
E2F2,MRPL24
E2F2,MRPL49
E2F2,MRTO4
E2F2,MSH3
E2F2,MSH6
E2F2,MYOZ3
E2F2,MZT1
E2F2,N4BP2L1
E2F2,NCBP2
E2F2,NEK2
E2F2,NIPBL
E2F2,NPY1R
E2F2,NR2C2AP
E2F2,NSF
E2F2,NSFL1C
E2F2,NUP153
E2F2,NUP155
E2F2,OAS2
E2F2,OTUD7B
E2F2,PABPC1
E2F2,PARD3
E2F2,PHYHIPL
E2F2,POLE2
E2F2,PPM1D
E2F2,PRR14L
E2F2,PRRC2C
E2F2,PTBP3
E2F2,PTGS2
E2F2,PTMA
E2F2,PTPRB
E2F2,PXMP2
E2F2,RANBP1
E2F2,RASSF4
E2F2,RBM22
E2F2,RBM28
E2F2,RDH16
E2F2,RHOBTB1
E2F2,RPL15
E2F2,RPL29
E2F2,RPS20
E2F2,RPS6KB1
E2F2,RUSC1
E2F2,SAP30L
E2F2,SENP1
E2F2,SERPINE1
E2F2,SETD2
E2F2,SHB
E2F2,SLC16A2
E2F2,SLC25A20
E2F2,SLC2A3
E2F2,SLC39A14
E2F2,SMARCE1
E2F2,SMC3
E2F2,SMC4
E2F2,SORL1
E2F2,SPRY2
E2F2,STAG1
E2F2,STK35
E2F2,STMN1
E2F2,STOML2
E2F2,SUV39H1
E2F2,SUZ12
E2F2,TACC3
E2F2,TCP1
E2F2,TMEM53
E2F2,TMPO
E2F2,TRMT12
E2F2,TRMT6
E2F2,TSPAN7
E2F2,TUFT1
E2F2,UBE2S
E2F2,UHRF1
E2F2,UNG
E2F2,USP1
E2F2,UTRN
E2F2,WNT5A
E2F2,WNT9A
E2F2,WRAP73
E2F2,XPO1
E2F4,AGBL5
E2F4,ANLN
E2F4,AP1S1
E2F4,APIP
E2F4,ARHGAP11A
E2F4,ARL6IP6
E2F4,ARSJ
E2F4,AURKB
E2F4,BAP1
E2F4,BIRC5
E2F4,BMPR1B
E2F4,BROX
E2F4,BUB3
E2F4,CA2
E2F4,CALM1
E2F4,CAPRIN1
E2F4,CBX1
E2F4,CCT3
E2F4,CDC37L1
E2F4,CDCA7
E2F4,CENPE
E2F4,CENPM
E2F4,CHCHD7
E2F4,CHRDL1
E2F4,CLIC1
E2F4,CLK2
E2F4,CLTA
E2F4,CNOT10
E2F4,COL4A1
E2F4,COPS6
E2F4,CSE1L
E2F4,CSRNP1
E2F4,CTH
E2F4,CYP2R1
E2F4,DCTPP1
E2F4,DENR
E2F4,DHX30
E2F4,DHX9
E2F4,DIRAS3
E2F4,DRG1
E2F4,DTL
E2F4,EFCAB7
E2F4,EIF4H
E2F4,F3
E2F4,FARS2
E2F4,FBLN1
E2F4,FEN1
E2F4,G6PD
E2F4,GALNT11
E2F4,GINS1
E2F4,GJB2
E2F4,GMNN
E2F4,GON4L
E2F4,GPAA1
E2F4,GPANK1
E2F4,GPR158
E2F4,GTF3C2
E2F4,HAT1
E2F4,HLTF
E2F4,HMMR
E2F4,ITGB3BP
E2F4,KDM6A
E2F4,KIAA1143
E2F4,KIF4A
E2F4,KLHDC3
E2F4,LHX2
E2F4,LRRC4C
E2F4,MAPRE1
E2F4,MCM10
E2F4,MCM8
E2F4,MELK
E2F4,MEPCE
E2F4,METTL15
E2F4,METTL3
E2F4,MKI67
E2F4,MRPL24
E2F4,MRPL49
E2F4,MRTO4
E2F4,MSH2
E2F4,MSH3
E2F4,MSH6
E2F4,MYOZ3
E2F4,MZT1
E2F4,N4BP2L1
E2F4,NCBP2
E2F4,NCL
E2F4,NDC80
E2F4,NEK2
E2F4,NIPBL
E2F4,NPY1R
E2F4,NR2C2AP
E2F4,NSF
E2F4,NSFL1C
E2F4,NUP153
E2F4,NUP155
E2F4,OTUD7B
E2F4,PABPC1
E2F4,PARD3
E2F4,PCLAF
E2F4,PHYHIPL
E2F4,PLK4
E2F4,PLSCR4
E2F4,POLD1
E2F4,POLE2
E2F4,PPIA
E2F4,PPM1D
E2F4,PRC1
E2F4,PRIM2
E2F4,PRR14L
E2F4,PRRC2C
E2F4,PTBP3
E2F4,PTGS2
E2F4,PTMA
E2F4,PTPRB
E2F4,PXMP2
E2F4,RABIF
E2F4,RANBP1
E2F4,RASSF4
E2F4,RBM22
E2F4,RBM28
E2F4,RFC3
E2F4,RFC4
E2F4,RHOBTB1
E2F4,RPL15
E2F4,RPL23A
E2F4,RPL29
E2F4,RPS20
E2F4,RPS4X
E2F4,RRM1
E2F4,RUSC1
E2F4,SAP30L
E2F4,SENP1
E2F4,SETD2
E2F4,SHB
E2F4,SLC16A2
E2F4,SLC25A20
E2F4,SLC39A14
E2F4,SMARCE1
E2F4,SMC2
E2F4,SMC3
E2F4,SMC4
E2F4,SORL1
E2F4,SPRY2
E2F4,STAG1
E2F4,STAM
E2F4,STK35
E2F4,STMN1
E2F4,STOML2
E2F4,SUPT4H1
E2F4,SUV39H1
E2F4,SUZ12
E2F4,TACC3
E2F4,TBL2
E2F4,TCP1
E2F4,TK1
E2F4,TMEM53
E2F4,TMPO
E2F4,TOP2A
E2F4,TOPBP1
E2F4,TRMT6
E2F4,TRRAP
E2F4,TSNAX
E2F4,TSPAN7
E2F4,TTK
E2F4,TUFT1
E2F4,UBE2S
E2F4,UNG
E2F4,WNT5A
E2F4,WNT9A
E2F4,WRAP73
E2F4,XPO1
E2F5,APIP
E2F5,ARHGAP11A
E2F5,ARL6IP6
E2F5,BAP1
E2F5,BMPR1B
E2F5,BROX
E2F5,CA2
E2F5,CAPRIN1
E2F5,CDCA7
E2F5,CENPM
E2F5,CHRDL1
E2F5,CLK2
E2F5,CNOT10
E2F5,COPS6
E2F5,CSRNP1
E2F5,CYP2R1
E2F5,DCTPP1
E2F5,DENR
E2F5,DHX30
E2F5,DHX9
E2F5,DNMT1
E2F5,DTL
E2F5,E2F1
E2F5,FBLN1
E2F5,GPAA1
E2F5,GPR158
E2F5,HAT1
E2F5,HMGA1
E2F5,IGF2
E2F5,KDM6A
E2F5,KIAA1143
E2F5,LOXL2
E2F5,LRRC4C
E2F5,MCM3
E2F5,MRPL24
E2F5,MRTO4
E2F5,MYC
E2F5,MZT1
E2F5,N4BP2L1
E2F5,NCBP2
E2F5,NIPBL
E2F5,NPY1R
E2F5,NSF
E2F5,NSFL1C
E2F5,NUP153
E2F5,OTUD7B
E2F5,PHYHIPL
E2F5,PPM1D
E2F5,PRRC2C
E2F5,PTMA
E2F5,PTPRB
E2F5,PXMP2
E2F5,RAD51
E2F5,RANBP1
E2F5,RBM22
E2F5,RPL15
E2F5,RPL29
E2F5,RPS20
E2F5,RUSC1
E2F5,SAP30L
E2F5,SDC1
E2F5,SETD2
E2F5,SHB
E2F5,SLC16A2
E2F5,SLC25A20
E2F5,SMAD2
E2F5,SMAD3
E2F5,SMARCE1
E2F5,SMC3
E2F5,SMC4
E2F5,SORL1
E2F5,SPRY2
E2F5,STK35
E2F5,TMEM53
E2F5,TUFT1
E2F5,UBE2S
E2F5,UNG
E2F5,WNT5A
E2F5,WNT9A
E2F8,NFYA
ECHS1,ACADM
ECHS1,IVD
EGFR,ATP6AP1
EGFR,ATP6V1C2
EGFR,ATP6V1H
EGFR,FGF23
EGFR,NEDD4L
EGFR,NR3C2
EGFR,PLCB1
EGFR,PLCB2
EGFR,PTK2
EGFR,TSG101
EGFR,XRCC6
EGFR,YBX1
EGR1,ACACA
EGR1,ACADM
EGR1,ADAR
EGR1,ANKH
EGR1,APOBEC3B
EGR1,ARHGEF11
EGR1,ARHGEF26
EGR1,ARID4B
EGR1,ATAD2
EGR1,ATG12
EGR1,B3GALNT2
EGR1,BORA
EGR1,BZW2
EGR1,C1orf216
EGR1,CALM1
EGR1,CARS2
EGR1,CASP2
EGR1,CBX3
EGR1,CCNK
EGR1,CCT4
EGR1,CENPW
EGR1,CEP63
EGR1,CERS5
EGR1,CHCHD1
EGR1,CHD1L
EGR1,CHRAC1
EGR1,CHTOP
EGR1,CIAO1
EGR1,CLK2
EGR1,CNOT10
EGR1,CNOT4
EGR1,COLEC11
EGR1,COPS7A
EGR1,CPN2
EGR1,CPPED1
EGR1,CYP39A1
EGR1,DCUN1D3
EGR1,DENR
EGR1,DLGAP5
EGR1,DNAH14
EGR1,DNAJC2
EGR1,DNAJC5
EGR1,DNAJC7
EGR1,DNALI1
EGR1,DONSON
EGR1,DPCD
EGR1,DPM3
EGR1,DSE
EGR1,DSTYK
EGR1,EARS2
EGR1,EGR3
EGR1,EIF2B1
EGR1,EIF3B
EGR1,EIF4A3
EGR1,EIF4H
EGR1,EP400
EGR1,ETV4
EGR1,EZH2
EGR1,F3
EGR1,FAM168A
EGR1,FAM168B
EGR1,FASTKD3
EGR1,FGF13
EGR1,FIGNL1
EGR1,FNDC4
EGR1,FOSB
EGR1,FOXM1
EGR1,FUS
EGR1,GBAP1
EGR1,GCKR
EGR1,GGCT
EGR1,GNPAT
EGR1,GNS
EGR1,GPR107
EGR1,GSN
EGR1,HACE1
EGR1,HAX1
EGR1,HMGA1
EGR1,HMGCL
EGR1,HSDL1
EGR1,HSPA4
EGR1,HSPB1
EGR1,IER2
EGR1,IQSEC1
EGR1,ISG20L2
EGR1,ISYNA1
EGR1,JRKL
EGR1,KBTBD4
EGR1,KIF15
EGR1,KIF2A
EGR1,KIFC1
EGR1,LAGE3
EGR1,LASP1
EGR1,LCMT1
EGR1,LENG8
EGR1,LONP2
EGR1,LZIC
EGR1,MASTL
EGR1,MAZ
EGR1,MCM8
EGR1,MDC1
EGR1,MEA1
EGR1,MEPCE
EGR1,METTL5
EGR1,MIS18A
EGR1,MND1
EGR1,MSH2
EGR1,NDUFA4L2
EGR1,NFRKB
EGR1,NFYA
EGR1,NFYC
EGR1,NIPAL3
EGR1,NKIRAS2
EGR1,NME1
EGR1,NOL11
EGR1,NOSIP
EGR1,NSF
EGR1,NSFL1C
EGR1,NUP210
EGR1,OGDHL
EGR1,OGG1
EGR1,OTUD7B
EGR1,PAPOLA
EGR1,PCBP2
EGR1,PCK2
EGR1,PFDN2
EGR1,PGP
EGR1,PHIP
EGR1,PIWIL4
EGR1,PLAG1
EGR1,PLOD3
EGR1,PMF1
EGR1,POLD1
EGR1,PTBP1
EGR1,PTBP3
EGR1,PTGS2
EGR1,PTMA
EGR1,PUF60
EGR1,PUS7
EGR1,RAB20
EGR1,RAD21
EGR1,RCAN1
EGR1,RCC2
EGR1,REPIN1
EGR1,RPIA
EGR1,RPLP2
EGR1,RPS24
EGR1,RUFY1
EGR1,SASS6
EGR1,SCARB2
EGR1,SCGB3A1
EGR1,SET
EGR1,SF3B4
EGR1,SHBG
EGR1,SLC25A39
EGR1,SLC36A1
EGR1,SLC39A10
EGR1,SLC5A5
EGR1,SLCO4C1
EGR1,SOCS7
EGR1,SPNS1
EGR1,SQLE
EGR1,SRD5A1
EGR1,STAU2
EGR1,STK24
EGR1,STK25
EGR1,STK39
EGR1,TARBP1
EGR1,TBC1D13
EGR1,TBL2
EGR1,TBXA2R
EGR1,TCFL5
EGR1,TF
EGR1,TFPI2
EGR1,TIGD1
EGR1,TIGD2
EGR1,TLCD1
EGR1,TMPO
EGR1,TMSB10
EGR1,TNF
EGR1,TPMT
