Node1,Node2,Weight
AATF,BAX,0.269232398
AATF,LDOC1,0.220687653
AATF,POLR2J,0.35074085
AATF,TSG101,-0.372647255
ABL2,BTF3,-0.364046409
ACAA1,PCCA,-0.080529021
ACAA2,PCCA,0.59864846
ACADS,ECHS1,0.354674584
ACAT1,AACS,-0.1470343
ACAT1,CTCF,-0.873753507
ACAT1,HMGCS2,0.644533495
ACAT1,NFYA,-0.304786017
ACTB,ACTR3C,-0.154080741
ACTB,AHNAK,0.609226225
ACTB,ARHGAP10,0.236155133
ACTB,CTNNA1,0.007036232
ACTB,ITGA2,0.579897224
ACTB,ITGA6,-0.021840261
ACTB,ITGA9,0.746447472
ACTB,MYO1B,-0.706910246
ACTB,MYO5A,0.849253419
ACTB,NFYC,0.716730547
ACTB,STK3,0.319278424
ACTB,WAS,0.026744357
ACTB,WASF1,0.591109003
ACTG1,CTNNA1,0.133596165
ACTG1,EGR3,0.171098574
ACTG1,NR3C2,-0.169028193
ACTG1,STK3,-0.331014635
ACTL6A,TRRAP,-0.051541755
ACTL6B,EGR1,-0.657112428
ACTL6B,NFYA,-0.88034573
ACTL6B,NFYC,-0.643044294
ADH1A,CYP26A1,-0.218745729
ADH1A,GSTA3,-0.437321483
ADH1A,GSTA4,-0.54591306
ADH1A,GSTM1,0.098372944
ADH1A,GSTM2,0.088340955
ADH1A,GSTM3,0.577706788
ADH1A,GSTM4,0.13031152
ADH1A,GSTM5,0.532727681
ADH1A,GSTO1,0.099215266
ADH1A,GSTO2,-0.670716095
ADH1A,GSTP1,0.135148107
ADH1A,GSTT1,-0.078006182
ADH1A,MGST1,0.369355404
ADH1A,MGST2,0.604147331
ADH1A,MGST3,0.60511292
ADH1C,NFYA,0.621925889
ADSS1,CAD,-0.712219696
AGTR1,CTCF,-0.201041219
AGTR1,ETV4,0.275853355
AGTR1,SERPINE1,0.13757216
AGTR1,SND1,-0.175879071
AGXT2,ABAT,-0.182654177
AKT1,BAD,0.431889412
AKT1,EGR1,0.031637188
AKT1,EZH2,0.738523131
AKT1,MDM4,0.104139655
AKT1,RPS6KB1,0.709069721
AKT1,TSC1,0.284638444
AKT2,RPS6KB1,0.718524863
AKT3,BAD,-0.095629912
AKT3,C6,-0.364684725
AKT3,C7,0.476732455
AKT3,C8A,0.532386917
AKT3,C8B,-0.016613804
AKT3,C9,-0.176814501
AKT3,CDKN1A,0.525792658
AKT3,HSP90AA1,-0.190332946
AKT3,HSP90AB1,0.170773824
AKT3,PIK3R2,0.203414687
AKT3,PIK3R3,0.85921171
AKT3,PPP2R5A,0.416190588
AKT3,RHOB,0.789864579
AKT3,RPS6KB1,0.358581454
AKT3,THEM4,0.566552302
AKT3,TSC1,0.463674131
AKT3,TSC2,0.851172147
ALDH1B1,ACYP1,-0.551721773
ALDH1B1,ADH1A,-0.083427806
ALDH1B1,AOC1,0.587833217
ALDH1B1,CTCF,-0.33282621
ALDH2,ACYP1,0.321712067
ALDH2,ADH1A,-0.529609547
ALDH2,ADH1B,0.137758859
ALDH2,ADH1C,0.746605716
ALDH2,ADH4,0.847799017
ALDH2,AKR1B10,-0.311124333
ALDH2,AOC1,-0.383400364
ALDH2,BBOX1,-0.095960913
ALDH6A1,ABAT,0.135525768
ALDH6A1,ATF2,-0.297725439
ALDH6A1,NFYA,-0.401771882
ALDH6A1,NFYC,-0.06489044
ALDOB,FBP1,0.728716962
ALPL,EGR1,-0.316981457
AMDHD1,UROC1,0.659447979
ANAPC11,PTTG1,0.278727723
ANAPC5,PTTG1,0.201553296
ANAPC7,PTTG1,0.884737858
ANKZF1,AURKB,0.215227421
ANKZF1,CA2,-0.173715006
AOC1,INMT,0.024184082
APC2,AXIN2,0.254539216
ARAF,HRAS,-0.335038954
ARAF,KRAS,-0.81687919
ARAF,NRAS,-0.427536925
ARAF,PRKCD,-0.439054522
ARAF,YWHAB,-0.880807085
ARAF,YWHAG,-0.518683393
ARAF,YWHAZ,-0.742171621
ARF1,ATF5,-0.276055464
ARF1,MDM4,0.20192037
ARF1,WBP11,-0.37017491
ARID1A,SMARCB1,0.706323985
ARID1B,JUNB,0.357079093
ARID1B,SMARCA2,-0.187328664
ARID1B,SMARCB1,0.236330626
ARID4B,SAP130,0.373874018
ARPC1A,EGR1,-0.310359602
ASL,ADSL,-0.631624975
ASS1,ADSS1,0.244151572
ASS1,ASL,0.802852651
ATF2,ADRA1B,0.293481688
ATF2,AHCTF1,0.590442781
ATF2,ARF1,0.152977329
