gene1,gene2
ATF2,ACBD4
ATF2,ADRA1B
ATF2,AHCTF1
ATF2,ALDH18A1
ATF2,AQP1
ATF2,ARF1
ATF2,ARID1B
ATF2,BAZ1B
ATF2,C6orf62
ATF2,CCDC86
ATF2,CDKL5
ATF2,CEP55
ATF2,CH25H
ATF2,CHD7
ATF2,COL15A1
ATF2,COPA
ATF2,CPNE1
ATF2,CREB3L2
ATF2,DCAF11
ATF2,DCUN1D3
ATF2,DNAJC9
ATF2,DPF3
ATF2,DSE
ATF2,DTL
ATF2,EARS2
ATF2,EBF1
ATF2,ENOPH1
ATF2,ENSA
ATF2,EXOC6B
ATF2,FAM50A
ATF2,FGF13
ATF2,FOSB
ATF2,GABARAPL1
ATF2,GAS5
ATF2,HHIP
ATF2,IRAK1
ATF2,JUNB
ATF2,KCNN2
ATF2,KCNN3
ATF2,KDM5B
ATF2,KIF18A
ATF2,KLF13
ATF2,KLHL12
ATF2,KRTCAP2
ATF2,LIG3
ATF2,LOX
ATF2,LPP
ATF2,MAF1
ATF2,MAP3K1
ATF2,MCM10
ATF2,MRPL34
ATF2,NCSTN
ATF2,NDUFA2
ATF2,NEDD1
ATF2,NPM1
ATF2,NUDT3
ATF2,OIT3
ATF2,ONECUT2
ATF2,OXNAD1
ATF2,PCDH9
ATF2,PCK2
ATF2,PFDN6
ATF2,PHACTR3
ATF2,POGK
ATF2,PTGS2
ATF2,PWP1
ATF2,RAB25
ATF2,RAD51C
ATF2,RCC2
ATF2,RNF44
ATF2,RNMT
ATF2,RPS27
ATF2,RUSC1
ATF2,SART3
ATF2,SLC16A2
ATF2,SLC5A7
ATF2,SMARCA2
ATF2,SMARCD1
ATF2,SNRNP40
ATF2,STAU2
ATF2,STRBP
ATF2,TAF2
ATF2,TSPAN7
ATF2,UBE2I
ATF2,UCK2
ATF2,UNC5C
ATF2,WDHD1
ATF2,ZBTB37
ATF2,ZCCHC17
ATF2,ZWILCH
ATF5,ACBD4
ATF5,ADK
ATF5,ADRA1B
ATF5,CDKL5
ATF5,CENPE
ATF5,CEP55
ATF5,CIRBP-AS1
ATF5,COPA
ATF5,DNAJC7
ATF5,DNAJC9
ATF5,ENOPH1
ATF5,FBXO4
ATF5,FGF13
ATF5,GGNBP2
ATF5,HHIP
ATF5,HNRNPA2B1
ATF5,HNRNPU
ATF5,IGF2BP2
ATF5,JDP2
ATF5,KAT7
ATF5,KCNN2
ATF5,KLF13
ATF5,KLHL12
ATF5,KRTCAP2
ATF5,LIG3
ATF5,LOX
ATF5,LPP
ATF5,MCAM
ATF5,NEDD1
ATF5,NPM1
ATF5,NUDT3
ATF5,ONECUT2
ATF5,PCDH9
ATF5,PEX5
ATF5,PFDN6
ATF5,PHACTR3
ATF5,RAD51C
ATF5,RNF44
ATF5,RPS27
ATF5,RUSC1
ATF5,SAFB2
ATF5,SLC5A7
ATF5,SND1
ATF5,STAMBP
ATF5,TAF2
ATF5,TAPT1
ATF5,TSPYL1
ATF5,UCK2
ATF5,ZNF711
ATF5,ZNF746
ATF5,ZWILCH
ATIC,ADSS1
ATIC,FTCD
ATP6V1F,EGR2
ATP6V1F,EGR3
AXIN1,PIAS1
B4GALT3,ATF2
B4GALT3,MYC
B4GALT3,ST3GAL3
BAD,CTCF
BAD,MAPK3
BARD1,BRCA1
BARD1,BRD7
BARD1,FEZ1
BARD1,MDC1
BARD1,SETDB1
BCL2L1,BAX
BDP1,POLR3F
BHMT,DMGDH
BMP5,BMPR1A
BMP8A,BMPR1A
BRAF,FOS
BRAF,FOSB
BRAF,HRAS
BRAF,JUNB
BRAF,NRAS
BRCA1,ASPM
BRCA1,AURKA
BRCA1,CTCF
BRCA1,DDB2
BRCA1,ETV4
BRCA1,JUNB
BRCA1,KPNA2
BRCA1,MDC1
BRCA1,RAD51
BRCA1,RFC1
BRCA1,SMC1A
BRCA1,TRRAP
BRCA2,BUB1B
BRCA2,CCNE1
BRCA2,FANCG
BRCA2,PSMD3
BRCA2,RPA1
BRCA2,SEM1
BRD7,CTCF
BRD7,PAFAH1B3
BRD7,PTPN13
BRD7,RPLP1
BRD8,TRRAP
C7,CTCF
CAD,MYC
CAMK1,EGR2
CAMK1,EGR3
CAMK2B,EGR2
CAMK2B,EGR3
CAT,EGR3
CAT,NFE2L2
CAT,NFYC
CCNA2,ATF2
CCNA2,ETS2
CCNA2,MYC
CCNA2,PTMA
CCNB1,FOXM1
CCNB1,PTMA
CCNB1,PTTG1
CCNB2,ANAPC11
CCNB2,ANAPC7
CCND1,ATF2
CCND1,BRCA1
CCND1,CDK6
CCND1,CREB3L4
CCND1,CTCF
CCND1,CTNNB1
CCND1,E2F4
CCND1,E2F8
CCND1,ESR1
CCND1,ETS2
CCND1,FOS
CCND1,HEY1
CCND1,MAPK3
CCND1,MYC
CCND1,RB1
CCND1,SMARCA4
CCND1,TCF7L1
CCND1,TCF7L2
CCNE1,EGR2
CCNE1,EGR3
CCNE1,EZH2
CCNE1,SMARCC1
CCNE1,TCF19
CD14,ATF2
CD14,CTCF
CD14,TLR4
CDC20,FBXO5
CDC20,NFYC
CDC20,PTTG1
CDC23,NFYC
CDC23,PTTG1
CDC25B,ESR1
CDC25B,MYC
CDC25C,PPP1CC
CDC45,E2F2
CDC45,E2F4
CDC45,MCM2
CDC45,MCM3
CDC45,MCM4
CDC45,MCM7
CDC6,FOXM1
CDK1,FOXM1
CDK1,HMGA1
CDK1,MDM4
CDK1,NPM1
CDK1,PTMA
CDK1,PTTG1
CDK6,CTCF
CDK6,CTNNB1
CDK6,MCM2
CDK7,ERCC3
CDK7,PCGF6
CDKN1A,EZH2
CDKN1A,FUBP1
CDKN1A,NELFCD
CDKN1A,NPM1
CDKN1A,PTMA
CDKN1A,TAF5
CDKN1A,TSG101
CDKN1A,XRCC6
CDKN2A,EZH2
CDKN2A,FOXM1
CDKN2A,MCM5
CDKN2C,CCND1
CDKN2C,E2F2
CDKN2C,EGR2
CDKN2C,EGR3
CDKN2C,MYC
CDKN2C,RBBP5
CDKN2C,WDR5
CENPS,FANCI
CENPX,FANCI
CFI,C3
CFI,CTCF
CITED2,LHX2
CKS1B,NFYC
CKS1B,SKP2
CKS2,SKP2
CKS2,YBX1
CLEC4M,IL10
CLOCK,CSNK1D
CNOT3,CAND1
CNOT3,CNOT1
CNOT4,CNOT1
CNOT4,UBE2D2
CSNK1A1,ATF2
CSNK1A1,AXIN1
CSNK1A1,HMGB2
CSNK1A1,MDM4
CSNK1A1L,AXIN1
CSNK1A1L,AXIN2
CSNK1A1L,CTNNB1
CSNK2A1,ATF2
CSNK2A1,BDP1
CSNK2A1,BRCA1
CSNK2A1,CUX2
CSNK2A1,MAZ
CSNK2A1,SSRP1
CSNK2A1,UBTF
CSNK2A1,ZHX1
CTCF,AADAC
CTCF,AARS2
CTCF,ACBD4
CTCF,ADAMTS1
CTCF,ADAMTSL2
CTCF,ANXA4
CTCF,ARHGAP19
CTCF,ASAP2
CTCF,BACE2
CTCF,BAK1
CTCF,BDH2
CTCF,BMX
CTCF,C18orf54
CTCF,C1R
CTCF,C1RL
CTCF,CA2
CTCF,CAMLG
CTCF,CAMSAP1
CTCF,CBLN2
CTCF,CDCA5
CTCF,CDKN2AIPNL
CTCF,CENPN
CTCF,CERS5
CTCF,CFP
CTCF,CKAP2
CTCF,CLGN
CTCF,CLIC1
CTCF,CLTA
CTCF,CNTFR
CTCF,COG2
CTCF,CPNE1
CTCF,CRHBP
CTCF,CS
CTCF,CSNK1G1
CTCF,CTSA
CTCF,CUTA
CTCF,CXCL12
CTCF,DDX20
CTCF,DHX16
CTCF,DNAJC9
CTCF,DPP8
CTCF,DSTYK
CTCF,DTL
CTCF,EBF1
CTCF,EPB41L4A
CTCF,ETHE1
CTCF,FAM83D
CTCF,FAS
CTCF,FASTK
CTCF,FAT4
CTCF,FEN1
CTCF,FGF13
CTCF,FREM2
CTCF,FXYD1
CTCF,GABPB2
CTCF,GALNT11
CTCF,GGT5
CTCF,GORASP2
CTCF,HAAO
CTCF,HJURP
CTCF,IFFO1
CTCF,IL13RA2
CTCF,INMT
CTCF,ISYNA1
CTCF,ITIH1
CTCF,KCTD6
CTCF,KDM6B
CTCF,KIFC1
CTCF,KLHDC3
CTCF,KMO
CTCF,KRTCAP2
CTCF,KRTCAP3
CTCF,LOX
CTCF,LRRC4C
CTCF,LSM2
CTCF,LSM4
CTCF,LZIC
CTCF,MANEAL
CTCF,MAVS
CTCF,MBNL3
CTCF,MCM10
CTCF,MCM3
CTCF,MDC1
CTCF,METTL1
CTCF,METTL23
CTCF,MFAP3L
CTCF,MND1
CTCF,MRO
CTCF,MRPL11
CTCF,MTX1
CTCF,NAA20
CTCF,NDC80
CTCF,NDUFA4L2
CTCF,NEU1
CTCF,NIPAL3
CTCF,NPY1R
CTCF,NSFL1C
CTCF,NUP160
CTCF,NVL
CTCF,OLFML2B
CTCF,OLFML3
CTCF,OSBPL3
CTCF,PBXIP1
CTCF,PCBP2
CTCF,PCK2
CTCF,PDE2A
CTCF,PHYHD1
CTCF,PIPOX
CTCF,PLXNC1
CTCF,POLG2
CTCF,POLR2J
CTCF,PPFIBP2
CTCF,PRCP
CTCF,PRDM10
CTCF,PRKAR2B
CTCF,PRMT3
CTCF,PRPF6
CTCF,PSG6
CTCF,PSMA1
CTCF,RAB11FIP4
CTCF,RAB13
CTCF,RAD21
CTCF,RALGPS2
CTCF,RBM24
CTCF,RBM45
CTCF,RBM4B
CTCF,RBMS3
CTCF,RCC2
CTCF,REXO4
CTCF,RGS4
CTCF,RNF144A
CTCF,RNF216
CTCF,ROMO1
CTCF,RPL12
CTCF,RPL29
CTCF,RPLP0
CTCF,RPS4X
CTCF,RPS5
CTCF,RTP3
CTCF,SAMHD1
CTCF,SATB2
CTCF,SEPHS1
CTCF,SF3A3
CTCF,SHB
CTCF,SHBG
CTCF,SHCBP1
CTCF,SHISA9
CTCF,SLC16A2
CTCF,SLC25A37
CTCF,SLC27A2
CTCF,SLC36A1
CTCF,SLC4A1AP
CTCF,SLC5A5
CTCF,SLC7A6
CTCF,SLC7A8
CTCF,SLCO2B1
CTCF,SLCO4C1
CTCF,SNHG7
CTCF,SNRPC
CTCF,SNRPD1
CTCF,SNRPD2
CTCF,SOCS2
CTCF,SOCS7
CTCF,SORT1
CTCF,SSRP1
CTCF,STAG1
CTCF,STAU2
CTCF,SUOX
CTCF,TACC3
CTCF,TBC1D14
CTCF,TCHP
CTCF,TIGD1
CTCF,TK1
CTCF,TMEM30B
CTCF,TMEM53
CTCF,TMEM65
CTCF,TMSB10
CTCF,TNFAIP2
CTCF,TRMT6
CTCF,TRNP1
CTCF,TRRAP
CTCF,TTC27
CTCF,TTL
CTCF,TUFT1
CTCF,U2SURP
CTCF,UBE2A
CTCF,UNKL
CTCF,VBP1
CTCF,VIPR1
CTCF,VKORC1
CTCF,VPS33A
CTCF,WRNIP1
CTCF,YBX1
CTCF,ZHX1
CTCF,ZNF3
CTCF,ZNF692
CTNNB1,ATF2
CTNNB1,AXIN1
CTNNB1,AXIN2
CTNNB1,CSNK2A1
CTNNB1,DLG5
CTNNB1,ESR1
CTNNB1,FYN
CTNNB1,NDRG1
CTNNB1,PECAM1
CTNNB1,PTGS2
CTNNB1,RUVBL2
CTNNB1,SMAD2
CTNNB1,SMAD3
CTNNB1,SMARCA4
CTNNB1,TERT
CTNNBL1,STAMBP
CYP1A2,CYP26A1
CYP1A2,CYP2C19
CYP1A2,CYP2J2
CYP1A2,GSTO2
CYP1A2,NAT2
CYP26A1,CYP2B6
CYP2A6,CYP2B6
CYP2A6,CYP2C9
CYP2A7,CYP26A1
CYP2C19,ESR1
CYP2C8,CYP26A1
CYP2C9,CYP26A1
CYP2C9,NCOA6
CYP8B1,AKR1D1
CYP8B1,TP53
DACH1,UBE2I
DBF4,E2F4
DBF4,MCM2
DBF4,MCM3
DBF4,MCM4
DBF4,MCM7
DCN,NR1H4
DCTN2,EGR2
DCTN2,EGR3
DCTN2,TUBA1B
DCTN4,HSF2
DCTN4,TUBA1B
DDB2,CUL4A
DDB2,CUL4B
DDX20,DHX9
DDX20,GEMIN5
DDX20,SNRPB
DDX20,SNRPD1
DDX20,SNRPD2
DDX20,SNRPE
DDX20,SNRPF
DGKQ,PLCD3
DGKZ,EGR3
DGKZ,PLCD3
DNAJC2,HSPA14
DNMT3A,CBX1
DNMT3A,EZH2
DNMT3A,SETDB1
DNMT3A,SUV39H1
DNMT3A,UBE2I
DR1,NR2C2
DR1,POLE3
DR1,PTGS2
DTYMK,TK1
DUSP1,ATF2
DUSP1,ATF5
DUSP1,CTCF
DUSP1,MYC
DUSP1,NFE2L2
DUT,E2F4
DUT,MYC
DUT,TK1
DVL1,APC
DVL1,BRD7
DVL1,CTNNB1
DVL1,EBF1
DVL1,FRAT1
DVL1,FRAT2
DVL1,MYC
DVL1,NKD2
DVL1,SMAD2
DVL1,SMAD3
DVL2,APC
DVL2,FOS
DVL2,FOSB
DVL2,FRAT1
DVL2,JUNB
DVL2,MYC
DVL2,NKD2
DVL2,RNPS1
DVL3,APC
DVL3,CTNNB1
DVL3,FRAT1
DVL3,KAT7
DVL3,NKD2
DYNC1H1,CTCF
DYNC1H1,SMAD2
DYNC1H1,TUBA1B
DYNC1I2,FOS
DYNC1I2,TUBA1B
DYNLL1,EGR2
DYNLL1,EGR3
DYNLL1,NRF1
DYNLL1,TUBA1B
DYNLL1,ZHX1
DYNLL1,ZMYND11
E2F2,ACSL1
E2F2,ACTR6
E2F2,AGBL5
E2F2,AP1S1
E2F2,APIP
E2F2,ARHGAP11A
E2F2,ARID3B
E2F2,ARL6IP6
E2F2,ARSJ
E2F2,BAP1
E2F2,BMPR1B
E2F2,BROX
E2F2,CA2
E2F2,CAMK2B
E2F2,CAPRIN1
E2F2,CBX1
E2F2,CCNE2
E2F2,CDCA3
E2F2,CHCHD7
E2F2,CHRDL1
E2F2,CLIC1
E2F2,CLTA
E2F2,CNOT10
E2F2,COPS6
E2F2,CSRNP1
E2F2,CTNNB1
E2F2,DCAF7
E2F2,DEK
E2F2,DENR
E2F2,DHX30
E2F2,DHX9
E2F2,DPF2
E2F2,DTL
E2F2,DTX1
E2F2,EFCAB7
E2F2,FBLN1
E2F2,FUS
E2F2,FZD9
E2F2,GALNT11
E2F2,GCHFR
E2F2,GINS1
E2F2,GON4L
E2F2,GPAA1
E2F2,GPR158
E2F2,GTF3C2
E2F2,HAT1
E2F2,HMGB2
E2F2,IGFBP3
E2F2,KDM6A
E2F2,KIAA1143
E2F2,KLHDC3
E2F2,LBR
E2F2,LHX2
E2F2,LRRC4C
E2F2,MAPRE1
E2F2,MCM10
E2F2,MCM3
E2F2,MCM7
E2F2,MELK
E2F2,METTL15
E2F2,METTL3
E2F2,MRPL24
E2F2,MRPL49
E2F2,MRTO4
E2F2,MSH3
E2F2,MSH6
E2F2,MYC
E2F2,MYOZ3
E2F2,MZT1
E2F2,NEK2
E2F2,NIPBL
E2F2,NKD2
E2F2,NPY1R
E2F2,NSF
E2F2,NSFL1C
E2F2,NUP153
E2F2,NUP155
E2F2,OAS2
E2F2,OTUD7B
E2F2,PABPC1
E2F2,PARD3
E2F2,PHYHIPL
E2F2,POLE2
E2F2,PPM1D
E2F2,PRR14L
E2F2,PRRC2C
E2F2,PTMA
E2F2,PTPRB
E2F2,PXMP2
E2F2,RASSF4
E2F2,RBM22
E2F2,RBM28
E2F2,RDH16
E2F2,RPL15
E2F2,RPL29
E2F2,RPS20
E2F2,RPS6KB1
E2F2,SAP30L
E2F2,SDC1
E2F2,SENP1
E2F2,SERPINE1
E2F2,SETD2
E2F2,SHB
E2F2,SLC16A2
E2F2,SLC25A20
E2F2,SLC2A3
E2F2,SLC39A14
E2F2,SMARCE1
E2F2,SMC4
E2F2,SORL1
E2F2,SPRY2
E2F2,STAG1
E2F2,STK35
E2F2,STOML2
E2F2,SUV39H1
E2F2,SUZ12
E2F2,TACC3
E2F2,TCP1
E2F2,TMEM53
E2F2,TMPO
E2F2,TRMT12
E2F2,TSPAN7
E2F2,TUFT1
E2F2,UBE2S
E2F2,UNG
E2F2,UTRN
E2F2,WNT5A
E2F2,WNT9A
E2F2,WRAP73
E2F4,AGBL5
E2F4,AP1S1
E2F4,APIP
E2F4,ARHGAP11A
E2F4,ARID1A
E2F4,ARL6IP6
E2F4,AURKB
E2F4,BARD1
E2F4,BRCA1
E2F4,BRD7
E2F4,BUB3
E2F4,CAPRIN1
E2F4,CBX1
E2F4,CDC37L1
E2F4,CENPE
E2F4,CKS2
E2F4,CLIC1
E2F4,CNOT10
E2F4,CSE1L
E2F4,CSRNP1
E2F4,CTCF
E2F4,CTH
E2F4,CTNNB1
E2F4,CYP2R1
E2F4,DEK
E2F4,DHX30
E2F4,DHX9
E2F4,DIRAS3
E2F4,E2F2
E2F4,EIF4H
E2F4,F3
E2F4,FARS2
E2F4,FEN1
E2F4,FUS
E2F4,FZD9
E2F4,G6PD
E2F4,GINS1
E2F4,GJB2
E2F4,GON4L
E2F4,GPANK1
E2F4,HLTF
E2F4,HMMR
E2F4,KHDRBS1
E2F4,KIAA1143
E2F4,KIF4A
E2F4,KLHDC3
E2F4,MAD2L1
E2F4,MCM10
E2F4,MCM3
E2F4,MCM4
E2F4,MCM7
E2F4,METTL15
E2F4,MKI67
E2F4,MRPL24
E2F4,MRPL49
E2F4,MRTO4
E2F4,MSH3
E2F4,MSH6
E2F4,MYC
E2F4,MYOZ3
E2F4,MZT1
E2F4,N4BP2L1
E2F4,NEK2
E2F4,NSFL1C
E2F4,OTUD7B
E2F4,PABPC1
E2F4,PARD3
E2F4,PCLAF
E2F4,PHYHIPL
E2F4,PLK4
E2F4,PRC1
E2F4,PRIM2
E2F4,PTGS2
E2F4,PTMA
E2F4,PTTG1
E2F4,PXMP2
E2F4,RABIF
E2F4,RAD51
E2F4,RASSF4
E2F4,RBM22
E2F4,RBM28
E2F4,RFC3
E2F4,RPL23A
E2F4,RPL29
E2F4,RPS4X
E2F4,RRM1
E2F4,RUSC1
E2F4,SAP30L
E2F4,SDC1
E2F4,SENP1
E2F4,SETD2
E2F4,SHB
E2F4,SMAD2
E2F4,SMAD3
E2F4,SMARCA4
E2F4,SMARCB1
E2F4,SMC2
E2F4,SMC4
E2F4,SORL1
E2F4,SPRY2
E2F4,STAG1
E2F4,STAM
E2F4,STK35
E2F4,STMN1
E2F4,SUPT4H1
E2F4,SUZ12
E2F4,TBL2
E2F4,TERT
E2F4,TMEM53
E2F4,TOPBP1
E2F4,TRMT6
E2F4,TRRAP
E2F4,TSPAN7
E2F4,TTK
E2F4,WRAP73
E2F5,AGBL5
E2F5,AP1S1
E2F5,APIP
E2F5,ARHGAP11A
E2F5,ARL6IP6
E2F5,ARSJ
E2F5,BAP1
E2F5,BMPR1B
E2F5,BROX
E2F5,CA2
E2F5,CAMK2B
E2F5,CAPRIN1
E2F5,CBX1
E2F5,CHCHD7
E2F5,CHRDL1
E2F5,CLIC1
E2F5,CLTA
E2F5,CNOT10
E2F5,COPS6
E2F5,CSRNP1
E2F5,CTNNB1
E2F5,CYP2R1
E2F5,DEK
E2F5,DENR
E2F5,DHX30
E2F5,DHX9
E2F5,DTL
E2F5,EFCAB7
E2F5,FARS2
E2F5,FBLN1
E2F5,FZD9
E2F5,GALNT11
E2F5,GINS1
E2F5,GON4L
E2F5,GPAA1
E2F5,GPR158
E2F5,GTF3C2
E2F5,HAT1
E2F5,HMGB2
E2F5,IGFBP3
E2F5,KDM6A
E2F5,KIAA1143
E2F5,KLHDC3
E2F5,LHX2
E2F5,LOXL2
E2F5,LRRC4C
E2F5,MCM10
E2F5,MCM3
E2F5,MCM7
E2F5,MELK
E2F5,METTL15
E2F5,METTL3
E2F5,MRPL24
E2F5,MRPL49
E2F5,MRTO4
E2F5,MSH3
E2F5,MSH6
E2F5,MYC
E2F5,MYOZ3
E2F5,MZT1
E2F5,N4BP2L1
E2F5,NIPBL
E2F5,NKD2
E2F5,NPY1R
E2F5,NSF
E2F5,NSFL1C
E2F5,NUP155
E2F5,OTUD7B
E2F5,PABPC1
E2F5,PARD3
E2F5,PHYHIPL
E2F5,PPM1D
E2F5,PRR14L
E2F5,PRRC2C
E2F5,PTMA
E2F5,PTPRB
E2F5,PXMP2
E2F5,RASSF4
E2F5,RBM22
E2F5,RBM28
E2F5,RPL15
E2F5,RPL29
E2F5,RPS20
E2F5,RUSC1
E2F5,SAP30L
E2F5,SDC1
E2F5,SENP1
E2F5,SETD2
E2F5,SHB
E2F5,SLC16A2
E2F5,SLC25A20
E2F5,SLC39A14
E2F5,SMAD2
E2F5,SMAD3
E2F5,SMARCE1
E2F5,SMC4
E2F5,SORL1
E2F5,SPRY2
E2F5,STAG1
E2F5,STK35
E2F5,STOML2
E2F5,SUV39H1
E2F5,TACC3
E2F5,TCP1
E2F5,TMEM53
E2F5,TMPO
E2F5,TRMT6
E2F5,TSPAN7
E2F5,TUFT1
E2F5,UBE2S
E2F5,UNG
E2F5,WNT5A
E2F5,WNT9A
E2F5,WRAP73
EBF1,BOP1
EBF1,CENPM
EBF1,DDX20
EBF1,DUSP12
EBF1,FBXO4
EBF1,FCGR2B
EBF1,GALNT10
EBF1,GLUL
EBF1,HHIP
EBF1,KRTCAP2
EBF1,LAGE3
EBF1,LNPEP
EBF1,LSM7
EBF1,MT2A
EBF1,NHEJ1
EBF1,PRPF6
EBF1,PTPN12
EBF1,R3HDM1
EBF1,RCAN1
EBF1,RNF44
EBF1,RPL38
EBF1,SLC1A1
EBF1,SOWAHA
EBF1,TSPAN1
EBF1,UBXN1
EBF1,UCKL1
EBF1,XPR1
EBF1,ZNF143
EBF1,ZNF605
ECHS1,ACADM
ECHS1,IVD
EGFR,ATP6AP1
EGFR,ATP6V1C2
EGFR,ATP6V1H
EGFR,BRCA1
EGFR,CTNNB1
EGFR,ESR1
EGFR,FGF23
EGFR,JUNB
EGFR,PIK3CA
EGFR,PLCB1
EGFR,PLCB2
EGFR,PTK2
EGFR,TP53
EGFR,TSG101
EGFR,YBX1
EGR2,AGAP1
EGR2,AGAP3
EGR2,ANKH
EGR2,AP1S1
EGR2,ARID4B
EGR2,BROX
EGR2,C12orf75
EGR2,CCDC124
EGR2,CDYL
EGR2,CEP70
EGR2,CKAP5
EGR2,COLEC12
EGR2,CSNK1G1
EGR2,CYP39A1
EGR2,DDX20
EGR2,EIF3B
EGR2,ERGIC3
EGR2,F3
EGR2,FAM83H
EGR2,FAS
EGR2,FOSB
EGR2,KCNN2
EGR2,KIF2C
EGR2,LRRC42
EGR2,LSM2
EGR2,MASTL
EGR2,MATR3
EGR2,MAZ
EGR2,MID1
EGR2,MORC2
EGR2,MRPL34
EGR2,MTCH1
EGR2,NDUFA4L2
EGR2,NKIRAS2
EGR2,NTN4
EGR2,PABPC1
EGR2,PABPC4
EGR2,PAFAH1B3
EGR2,PGP
EGR2,PPOX
EGR2,PRKAR2B
EGR2,PRPF3
EGR2,PRR14L
EGR2,PTGS2
EGR2,PTPN3
EGR2,RNASEH2A
EGR2,SF3B4
EGR2,SFT2D2
EGR2,SLC25A39
EGR2,SOCS2
EGR2,SORT1
EGR2,SPNS1
EGR2,STAMBP
EGR2,TDRKH
EGR2,THOC6
EGR2,TLCD1
EGR2,TRMT112
EGR2,UBE2Z
EGR2,UBTF
EGR2,USP1
EGR2,XPR1
EGR2,ZSWIM6
EGR3,AGAP1
EGR3,AGAP3
EGR3,AHCTF1
EGR3,AP1S1
EGR3,ARID4B
EGR3,BROX
EGR3,C12orf75
EGR3,CALM1
EGR3,CAMSAP2
EGR3,CCDC124
EGR3,CDYL
EGR3,CEP70
EGR3,CHKA
EGR3,CKAP5
EGR3,COLEC12
EGR3,CSNK1G1
EGR3,CYP39A1
EGR3,DCAF11
EGR3,DNAJC14
EGR3,ERGIC3
EGR3,EZH1
EGR3,FAM20B
EGR3,FKBP1A
EGR3,FOSB
EGR3,FREM2
EGR3,FSD1L
EGR3,HNRNPL
EGR3,HNRNPU
EGR3,IFFO1
EGR3,KCNN2
EGR3,KDM5B
EGR3,KIF2C
EGR3,LRRC42
EGR3,LSM2
EGR3,LYVE1
EGR3,MASTL
EGR3,MATR3
EGR3,MAZ
EGR3,MID1
EGR3,MLLT6
EGR3,MORC2
EGR3,MRPL34
EGR3,MTCH1
EGR3,NDUFA4L2
EGR3,NKIRAS2
EGR3,NR2C2
EGR3,NSF
EGR3,NTN4
EGR3,PABPC1
EGR3,PAFAH1B3
