gene1,gene2
ATF5,KCNN2
ATF5,KLF13
ATF5,KLHL12
ATF5,KRTCAP2
ATF5,LIG3
ATF5,LOX
ATF5,LPP
ATF5,MCAM
ATF5,NEDD1
ATF5,NPM1
ATF5,NUDT3
ATF5,ONECUT2
ATF5,PCDH9
ATF5,PEX5
ATF5,PFDN6
ATF5,PHACTR3
ATF5,RAD51C
ATF5,RNF44
ATF5,RPS27
ATF5,RUSC1
ATF5,SAFB2
ATF5,SLC5A7
ATF5,SND1
ATF5,STAMBP
ATF5,TAF2
ATF5,TAPT1
ATF5,TSPYL1
ATF5,UCK2
ATF5,ZNF711
ATF5,ZNF746
ATF5,ZWILCH
ATP6V1F,EGR2
ATP6V1F,EGR3
B4GALT3,EGR1
B4GALT3,ST3GAL3
BAD,MAPK3
BAD,TCF3
BCL2L1,BAX
BDP1,POLR3F
BHLHE40,BAX
BHLHE40,CTSA
BHLHE40,KDM6B
BHLHE40,KLHL12
BHLHE40,MEPCE
BHLHE40,MIEN1
BHLHE40,S100PBP
BHLHE40,SETDB1
BHLHE40,ZHX1
BHMT,DMGDH
BMP5,BMPR1A
BMP8A,BMPR1A
BRAF,EGR1
BRAF,FOS
BRAF,FOSB
BRAF,KRAS
BRAF,NRAS
BRCA1,ASPM
BRCA1,DDB2
BRCA1,DHX9
BRCA1,EGR1
BRCA1,ETV4
BRCA1,EZH2
BRCA1,HMGA1
BRCA1,NFYA
BRCA1,POU2F1
BRCA1,RBBP7
BRCA1,RFC1
BRCA1,TRRAP
BRCA1,TUBG1
BRCA2,BUB1B
BRCA2,CCNE1
BRCA2,FANCG
BRCA2,PSMD3
BRCA2,RPA1
BRCA2,SEM1
BRD7,BHLHE40
BRD7,PAFAH1B3
BRD7,PTPN13
BRD7,RPLP1
BRD8,TRRAP
CAMK1,EGR2
CAMK1,EGR3
CAMK2B,EGR1
CAT,EGR1
CAT,NFE2L2
CAT,NFYA
CCNA2,PTMA
CCNB1,FOXM1
CCNB1,PTMA
CCNB1,PTTG1
CCNB2,ANAPC11
CCNB2,ANAPC7
CCND1,BRCA1
CCND1,CREB3L2
CCND1,E2F8
CCND1,EGR1
CCND1,ELAVL1
CCND1,ELK1
CCND1,ETS2
CCND1,EZH2
CCND1,HDAC1
CCND1,HEY1
CCND1,MAPK3
CCND1,NELFCD
CCND1,NPM1
CCND1,RFC1
CCND1,TCF7L2
CCNE1,EGR2
CCNE1,EGR3
CCNE1,SMARCA4
CCNE1,TCF19
CD14,TLR4
CDC20,FBXO5
CDC20,NFYA
CDC20,PTTG1
CDC20,YBX1
CDC23,NFYA
CDC23,PTTG1
CDC23,RAD54B
CDC25B,FOXM1
CDC25C,PPP1CC
CDC6,FOXM1
CDK1,FOXM1
CDK1,HMGA1
CDK1,MDM4
CDK1,NPM1
CDK1,PTMA
CDK1,PTTG1
CDK4,EGR1
CDK4,MAPK3
CDK4,MCM2
CDK4,SMAD2
CDK4,SMAD3
CDK7,BRCA1
CDK7,ERCC3
CDK7,PCGF6
CDKN1A,ARID1A
CDKN1A,CCNE1
CDKN1A,DNMT3A
CDKN1A,EGR1
CDKN1A,ETS2
CDKN1A,EZH2
CDKN1A,FUBP1
CDKN1A,HDAC1
CDKN1A,HDAC4
CDKN1A,NELFCD
CDKN1A,NPM1
CDKN1A,SMAD2
CDKN1A,TAF5
CDKN1A,TCF3
CDKN1A,TSG101
CDKN2A,CDK4
CDKN2A,DNMT1
CDKN2A,DNMT3A
CDKN2A,EGR1
CDKN2A,ETS2
CDKN2A,EZH2
CDKN2A,HDAC1
CDKN2A,HDAC4
CDKN2A,MCM2
CDKN2A,MCM5
CDKN2A,SMARCB1
CDKN2C,EGR2
CDKN2C,EGR3
CDKN2C,RBBP5
CDKN2C,WDR5
CENPS,FANCI
CENPX,FANCI
CFI,C3
CITED2,LHX2
CKS1B,NFYA
CKS1B,SKP2
CKS2,SKP2
CLEC4M,IL10
CLOCK,BHLHE40
CLOCK,CSNK1D
CLOCK,FOSB
CNOT3,CAND1
CNOT3,CNOT1
CNOT4,CNOT1
CNOT4,UBE2D2
CSNK1A1,HMGB2
CSNK1A1,MDM4
CSNK1A1L,AXIN1
CSNK1A1L,AXIN2
CSNK2A1,BDP1
CSNK2A1,CUX2
CSNK2A1,HMGA1
CSNK2A1,MAZ
CSNK2A1,SSRP1
CTNNA1,FOSB
CTNNBL1,STAMBP
CYP1A2,CYP26A1
CYP1A2,CYP2C19
CYP1A2,CYP2J2
CYP1A2,GSTO2
CYP1A2,NAT2
CYP26A1,CYP2B6
CYP26A1,POU2F1
CYP2A6,CYP26A1
CYP2A6,CYP2B6
CYP2A6,CYP2C9
CYP2A6,NFYA
CYP2A7,CYP26A1
CYP2B6,EGR1
CYP2C8,CYP26A1
CYP2C9,CYP26A1
CYP2C9,NCOA6
CYP8B1,AKR1D1
DACH1,UBE2I
DCN,NR1H4
DCTN2,EGR1
DCTN4,HSF2
DCTN4,TUBA1B
DDB2,CUL4A
DDB2,CUL4B
DDX20,DHX9
DDX20,GEMIN5
DDX20,SNRPD2
DDX20,SNRPE
DDX20,SNRPF
DGKQ,PLCD3
DGKZ,EGR3
DGKZ,PLCD3
DNAJC2,HSPA14
DNMT1,DNMT3A
DNMT1,EZH2
DNMT1,MSH2
DNMT1,NPM1
DNMT1,TSG101
DNMT3A,CBX1
DNMT3A,EZH2
DNMT3A,SETDB1
DNMT3A,SUV39H1
DNMT3A,UBE2I
DR1,NR2C2
DR1,POLE3
DR1,PTGS2
DTYMK,NFYA
DTYMK,TK1
DTYMK,TYMS
DUSP1,ATF5
DUSP1,NFE2L2
DUT,TK1
DVL1,APC
DVL1,BRD7
DVL1,FRAT1
DVL1,FRAT2
DVL1,NKD2
DVL2,FRAT1
DVL2,NKD2
DVL2,RNPS1
DVL3,FRAT1
DVL3,KAT7
DVL3,NKD2
DYNC1H1,TUBA1B
DYNC1I2,FOS
DYNC1I2,TUBA1B
DYNLL1,DNMT1
DYNLL1,EGR1
DYNLL1,NFYA
DYNLL1,ZMYND11
E2F2,ACSL1
E2F2,ACTR6
E2F2,AGBL5
E2F2,AP1S1
E2F2,APIP
E2F2,ARHGAP11A
E2F2,ARID1A
E2F2,ARID3B
E2F2,ARL6IP6
E2F2,ARSJ
E2F2,BAP1
E2F2,BMPR1B
E2F2,BRD7
E2F2,BROX
E2F2,C11orf54
E2F2,CAMK2B
E2F2,CAPRIN1
E2F2,CBX1
E2F2,CCNE1
E2F2,CCNE2
E2F2,CCT3
E2F2,CDCA3
E2F2,CDCA7
E2F2,CENPM
E2F2,CHCHD7
E2F2,CHRDL1
E2F2,CLIC1
E2F2,CLK2
E2F2,CLTA
E2F2,CNOT10
E2F2,COPS6
E2F2,CSRNP1
E2F2,CYP2R1
E2F2,DCAF7
E2F2,DCTPP1
E2F2,DENR
E2F2,DHX30
E2F2,DHX9
E2F2,DPF2
E2F2,DTL
E2F2,EFCAB7
E2F2,EPM2A
E2F2,FARS2
E2F2,FBLN1
E2F2,GALNT11
E2F2,GCHFR
E2F2,GINS1
E2F2,GMNN
E2F2,GON4L
E2F2,GPAA1
E2F2,GPR158
E2F2,GTF3C2
E2F2,HAT1
E2F2,HMGB2
E2F2,KDM6A
E2F2,KIAA1143
E2F2,KLHDC3
E2F2,LBR
E2F2,LHX2
E2F2,LRRC4C
E2F2,MAPRE1
E2F2,MCM10
E2F2,MCM5
E2F2,MELK
E2F2,MEPCE
E2F2,METTL15
E2F2,METTL3
E2F2,MRPL24
E2F2,MRPL49
E2F2,MRTO4
E2F2,MSH3
E2F2,MSH6
E2F2,MYOZ3
E2F2,MZT1
E2F2,N4BP2L1
E2F2,NCBP2
E2F2,NEK2
E2F2,NIPBL
E2F2,NKD2
E2F2,NPY1R
E2F2,NR2C2AP
E2F2,NSF
E2F2,NSFL1C
E2F2,NUP153
E2F2,NUP155
E2F2,OAS2
E2F2,OTUD7B
E2F2,PABPC1
E2F2,PARD3
E2F2,PHYHIPL
E2F2,PPM1D
E2F2,PRR14L
E2F2,PRRC2C
E2F2,PTBP3
E2F2,PTGS2
E2F2,PTMA
E2F2,PTPRB
E2F2,PXMP2
E2F2,RANBP1
E2F2,RASSF4
E2F2,RBM22
E2F2,RBM28
E2F2,RDH16
E2F2,RHOBTB1
E2F2,RPL15
E2F2,RPL29
E2F2,RPS20
E2F2,RPS6KB1
E2F2,RUSC1
E2F2,SAP30L
E2F2,SDC1
E2F2,SENP1
E2F2,SERPINE1
E2F2,SETD2
E2F2,SHB
E2F2,SLC16A2
E2F2,SLC25A20
E2F2,SLC2A3
E2F2,SLC39A14
E2F2,SMARCE1
E2F2,SMC3
E2F2,SMC4
E2F2,SORL1
E2F2,SPRY2
E2F2,STAG1
E2F2,STK35
E2F2,STMN1
E2F2,STOML2
E2F2,SUV39H1
E2F2,SUZ12
E2F2,TACC3
E2F2,TCP1
E2F2,TMEM53
E2F2,TMPO
E2F2,TRMT12
E2F2,TRMT6
E2F2,TSPAN7
E2F2,TUFT1
E2F2,UBE2S
E2F2,UHRF1
E2F2,UNG
E2F2,USP1
E2F2,UTRN
E2F2,WNT5A
E2F2,WNT9A
E2F2,WRAP73
E2F2,XPO1
E2F4,ACTG1
E2F4,AGBL5
E2F4,ANLN
E2F4,AP1S1
E2F4,ARID1A
E2F4,AURKB
E2F4,BMPR1B
E2F4,BRCA1
E2F4,BRD7
E2F4,BROX
E2F4,BUB3
E2F4,CA2
E2F4,CALM1
E2F4,CAMK2B
E2F4,CAPRIN1
E2F4,CBX3
E2F4,CDC37L1
E2F4,CDCA7
E2F4,CENPE
E2F4,CENPM
E2F4,CKS1B
E2F4,CLIC1
E2F4,CLK2
E2F4,CNOT10
E2F4,COL4A1
E2F4,COPS6
E2F4,CSE1L
E2F4,DHX9
E2F4,DIRAS3
E2F4,DNMT1
E2F4,DRG1
E2F4,E2F2
E2F4,EIF4H
E2F4,F3
E2F4,FARS2
E2F4,FEN1
E2F4,G6PD
E2F4,GJB2
E2F4,GON4L
E2F4,GPR158
E2F4,GTF3C2
E2F4,HLTF
E2F4,HMGA1
E2F4,HMMR
E2F4,ITGB3BP
E2F4,KHDRBS1
E2F4,KIAA1143
E2F4,KIF4A
E2F4,MAPRE1
E2F4,MCM10
E2F4,MCM5
E2F4,MCM8
E2F4,MEPCE
E2F4,METTL3
E2F4,MSH2
E2F4,MSH3
E2F4,MSH6
E2F4,MYOZ3
E2F4,MZT1
E2F4,NCBP2
E2F4,NCL
E2F4,NDC80
E2F4,NFYA
E2F4,NKD2
E2F4,NPY1R
E2F4,NR2C2AP
E2F4,NSF
E2F4,NSFL1C
E2F4,NUP153
E2F4,OTUD7B
E2F4,PABPC1
E2F4,PCLAF
E2F4,PHYHIPL
E2F4,PLK4
E2F4,PLSCR4
E2F4,POLD1
E2F4,POLE2
E2F4,PPIA
E2F4,PRC1
E2F4,PRIM2
E2F4,PRRC2C
E2F4,PTTG1
E2F4,PXMP2
E2F4,RABIF
E2F4,RANBP1
E2F4,RBM22
E2F4,RFC3
E2F4,RFC4
E2F4,RPL15
E2F4,RPL29
E2F4,RPS4X
E2F4,RRM1
E2F4,RUSC1
E2F4,SAP30L
E2F4,SDC1
E2F4,SLC16A2
E2F4,SLC25A20
E2F4,SLC39A14
E2F4,SMAD2
E2F4,SMAD3
E2F4,SMARCB1
E2F4,SMARCE1
E2F4,SMC2
E2F4,SMC3
E2F4,SORL1
E2F4,SPRY2
E2F4,STAG1
E2F4,STAM
E2F4,SUPT4H1
E2F4,SUZ12
E2F4,TACC3
E2F4,TBL2
E2F4,TK1
E2F4,TMPO
E2F4,TOPBP1
E2F4,TRMT6
E2F4,TRRAP
E2F4,TSNAX
E2F4,TTK
E2F4,TUFT1
E2F4,UBE2S
E2F4,UHRF1
E2F4,WNT5A
E2F5,AGBL5
E2F5,AP1S1
E2F5,APIP
E2F5,ARHGAP11A
E2F5,ARID1A
E2F5,ARL6IP6
E2F5,ARSJ
E2F5,BAP1
E2F5,BMPR1B
E2F5,BRD7
E2F5,BROX
E2F5,CA2
E2F5,CAMK2B
E2F5,CAPRIN1
E2F5,CBX3
E2F5,CCT3
E2F5,CDCA7
E2F5,CENPM
E2F5,CHCHD7
E2F5,CHRDL1
E2F5,CLIC1
E2F5,CLK2
E2F5,CLTA
E2F5,CNOT10
E2F5,COPS6
E2F5,CSRNP1
E2F5,CYP2R1
E2F5,DCTPP1
E2F5,DENR
E2F5,DHX30
E2F5,DHX9
E2F5,DTL
E2F5,EFCAB7
E2F5,FARS2
E2F5,FBLN1
E2F5,GALNT11
E2F5,GINS1
E2F5,GMNN
E2F5,GON4L
E2F5,GPAA1
E2F5,GPR158
E2F5,GTF3C2
E2F5,HAT1
E2F5,HMGA1
E2F5,HMGB2
E2F5,KDM6A
E2F5,KIAA1143
E2F5,KLHDC3
E2F5,LHX2
E2F5,LOXL2
E2F5,LRRC4C
E2F5,MCM10
E2F5,MCM5
E2F5,MELK
E2F5,MEPCE
E2F5,METTL15
E2F5,METTL3
E2F5,MRPL24
E2F5,MRPL49
E2F5,MRTO4
E2F5,MSH3
E2F5,MSH6
E2F5,MYOZ3
E2F5,MZT1
E2F5,N4BP2L1
E2F5,NCBP2
E2F5,NIPBL
E2F5,NKD2
E2F5,NPY1R
E2F5,NR2C2AP
E2F5,NSF
E2F5,NSFL1C
E2F5,NUP155
E2F5,OTUD7B
E2F5,PABPC1
E2F5,PHYHIPL
E2F5,PPM1D
E2F5,PRR14L
E2F5,PRRC2C
E2F5,PTBP3
E2F5,PTMA
E2F5,PTPRB
E2F5,PXMP2
E2F5,RANBP1
E2F5,RASSF4
E2F5,RBM22
E2F5,RBM28
E2F5,RHOBTB1
E2F5,RPL15
E2F5,RPL29
E2F5,RPS20
E2F5,RUSC1
E2F5,SAP30L
E2F5,SDC1
E2F5,SENP1
E2F5,SETD2
E2F5,SHB
E2F5,SLC16A2
E2F5,SLC25A20
E2F5,SLC39A14
E2F5,SMAD2
E2F5,SMAD3
E2F5,SMARCE1
E2F5,SMC3
E2F5,SMC4
E2F5,SORL1
E2F5,SPRY2
E2F5,STAG1
E2F5,STK35
E2F5,STMN1
E2F5,STOML2
E2F5,SUV39H1
E2F5,TACC3
E2F5,TCP1
E2F5,TMEM53
E2F5,TMPO
E2F5,TRMT6
E2F5,TSPAN7
E2F5,TUFT1
E2F5,UBE2S
E2F5,UHRF1
E2F5,UNG
E2F5,WNT5A
E2F5,WNT9A
E2F5,WRAP73
E2F5,XPO1
E2F8,NFYA
ECHS1,ACADM
ECHS1,IVD
EGFR,ATP6AP1
EGFR,ATP6V1C2
EGFR,ATP6V1H
EGFR,FGF23
EGFR,NR3C2
EGFR,PLCB1
EGFR,PLCB2
EGFR,TSG101
EGFR,XRCC6
EGR1,ACADM
EGR1,ACD
EGR1,ADAMTS13
EGR1,AGAP1
EGR1,AGAP3
EGR1,ALDH18A1
EGR1,ALG6
EGR1,AMZ2
EGR1,ANKH
EGR1,APOBEC3B
EGR1,ARHGEF11
EGR1,ARID3B
EGR1,B3GALNT2
EGR1,BAX
EGR1,BHLHE40
EGR1,BZW2
EGR1,C12orf75
EGR1,C1orf216
EGR1,CALM1
EGR1,CAMSAP1
EGR1,CAMSAP2
EGR1,CBX3
EGR1,CCT4
EGR1,CENPJ
EGR1,CENPQ
EGR1,CEP70
EGR1,CH25H
EGR1,CHCHD1
EGR1,CLK2
EGR1,CNOT10
EGR1,COPS7A
EGR1,CTDSP2
EGR1,DCAF11
EGR1,DHX35
EGR1,DLGAP5
EGR1,DNAH14
EGR1,DNAJC5
EGR1,DPM3
EGR1,DSTYK
EGR1,EP400
EGR1,ERGIC3
EGR1,ETV4
EGR1,EZH1
EGR1,EZH2
EGR1,FAF1
EGR1,FAM168A
EGR1,FAM20B
EGR1,FANCI
EGR1,FARS2
EGR1,FAS
EGR1,FASTKD3
EGR1,FIGNL1
EGR1,FNDC4
EGR1,FOSB
EGR1,GAS5
EGR1,GLYAT
EGR1,GNS
EGR1,GPR107
EGR1,GREM2
EGR1,GTF2H4
EGR1,HMGA1
EGR1,HMGCL
EGR1,HSPA4
EGR1,HSPB1
EGR1,HYAL1
EGR1,IER2
EGR1,INTS10
EGR1,IQSEC1
EGR1,ITGB3BP
EGR1,KAT7
EGR1,KBTBD4
EGR1,KDM5B
EGR1,KHDRBS1
EGR1,KIF15
EGR1,KIF2C
EGR1,LASP1
EGR1,LSM2
EGR1,LYRM4
EGR1,LZIC
EGR1,MANEAL
EGR1,MAP3K1
EGR1,MAP3K4
EGR1,MASTL
EGR1,METTL5
EGR1,MID1
EGR1,MRPL34
EGR1,MRPL55
EGR1,MSH2
EGR1,MSTO1
EGR1,MTCH1
EGR1,MYOZ3
EGR1,MZT1
EGR1,NCAPD2
EGR1,NDUFA4L2
EGR1,NFYA
EGR1,NIPAL3
EGR1,NME1
EGR1,NOL11
EGR1,NOM1
EGR1,NOSIP
EGR1,NSF
EGR1,NSFL1C
EGR1,NUB1
EGR1,NUP133
EGR1,OTUD7B
EGR1,PABPC1
EGR1,PAPOLA
EGR1,PCBP2
EGR1,PDCD11
EGR1,PFDN2
EGR1,PLAG1
EGR1,PLIN5
EGR1,PLOD3
EGR1,PMF1
EGR1,PODXL
EGR1,POLA1
EGR1,POLD1
EGR1,PPOX
EGR1,PRDM15
EGR1,PRKAR2B
EGR1,PRPF3
EGR1,PTPN3
EGR1,PUF60
EGR1,PUS10
EGR1,QSER1
EGR1,RAD21
EGR1,RANBP1
EGR1,RBBP7
EGR1,RCAN1
EGR1,REPIN1
EGR1,RHOD
EGR1,RNASEH2A
EGR1,RNF144A
EGR1,SATB2
EGR1,SCARB2
EGR1,SCGB3A1
EGR1,SETDB1
EGR1,SHBG
EGR1,SLC25A6
EGR1,SLC27A2
EGR1,SNX12
EGR1,SNX27
EGR1,SOCS7
EGR1,SPRY2
EGR1,SPRYD4
EGR1,SRXN1
EGR1,STAU2
EGR1,STK24
EGR1,STK25
EGR1,STK39
EGR1,TAF5
EGR1,TBC1D13
EGR1,TBL2
EGR1,TBXA2R
EGR1,TCFL5
EGR1,TDRKH
EGR1,TIGD1
EGR1,TIGD2
EGR1,TMPO
EGR1,TMSB10
EGR1,TNF
EGR1,TPMT
EGR1,TRIM10
EGR1,TRMT1
EGR1,TRMT6
EGR1,TRRAP
EGR1,TSPYL1
EGR1,TTL
EGR1,TTPAL
EGR1,UBE2N
EGR1,UBQLN4
EGR1,UBTF
EGR1,UBXN1
EGR1,UBXN2B
EGR1,USH1G
EGR1,USP43
EGR1,VPS13B
EGR1,XPO5
EGR1,XPOT
EGR1,XPR1
EGR1,YBX1
EGR1,YEATS2
EGR1,ZBTB37
EGR1,ZBTB41
EGR1,ZFP36
EGR1,ZHX1
EGR1,ZNF3
EGR1,ZNF398
EGR1,ZNF445
EGR1,ZNF652
EGR1,ZNF706
EGR2,AGAP1
EGR2,AGAP3
EGR2,ANKH
EGR2,AP1S1
EGR2,ARID4B
EGR2,BROX
EGR2,C12orf75
EGR2,CCDC124
EGR2,CDYL
EGR2,CEP70
EGR2,CKAP5
EGR2,COLEC12
EGR2,CSNK1G1
EGR2,CYP39A1
EGR2,DDX20
EGR2,EIF3B
EGR2,ERGIC3
EGR2,F3
EGR2,FAM83H
EGR2,FAS
EGR2,KCNN2
EGR2,KIF2C
EGR2,LRRC42
EGR2,LSM2
EGR2,MASTL
EGR2,MATR3
EGR2,MAZ
EGR2,MID1
EGR2,MORC2
EGR2,MRPL34
EGR2,MTCH1
EGR2,NDUFA4L2
EGR2,NKIRAS2
EGR2,NTN4
EGR2,PABPC1
EGR2,PABPC4
EGR2,PAFAH1B3
EGR2,PGP
EGR2,PPOX
EGR2,PRKAR2B
EGR2,PRPF3
EGR2,PRR14L
EGR2,PTGS2
EGR2,PTPN3
EGR2,RBBP7
EGR2,RNASEH2A
EGR2,SF3B4
EGR2,SFT2D2
EGR2,SLC25A39
EGR2,SOCS2
EGR2,SORT1
EGR2,SPNS1
EGR2,STAMBP
EGR2,TDRKH
EGR2,THOC6
EGR2,TLCD1
EGR2,TRMT112
EGR2,UBE2Z
EGR2,USP1
EGR2,XPR1
EGR2,ZSWIM6
EGR3,AGAP1
EGR3,AGAP3
EGR3,AHCTF1
EGR3,AP1S1
EGR3,ARID4B
EGR3,BROX
EGR3,C12orf75
EGR3,CALM1
EGR3,CAMSAP2
EGR3,CCDC124
EGR3,CDYL
EGR3,CEP70
EGR3,CHKA
EGR3,CKAP5
EGR3,COLEC12
EGR3,CSNK1G1
EGR3,CYP39A1
EGR3,DCAF11
EGR3,DNAJC14
EGR3,ERGIC3
EGR3,EZH1
EGR3,FAM20B
EGR3,FAM83H
EGR3,FKBP1A
EGR3,FREM2
EGR3,FSD1L
EGR3,HNRNPL
EGR3,HNRNPU
EGR3,IFFO1
EGR3,KCNN2
EGR3,KDM5B
EGR3,KIF2C
EGR3,LRRC42
EGR3,LSM2
EGR3,LYVE1
EGR3,MASTL
EGR3,MATR3
EGR3,MAZ
EGR3,MID1
EGR3,MLLT6
EGR3,MORC2
EGR3,MRPL34
EGR3,MTCH1
EGR3,NDUFA4L2
EGR3,NKIRAS2
EGR3,NR2C2
EGR3,NSF
EGR3,NTN4
EGR3,PABPC1
EGR3,PAFAH1B3
EGR3,PGP
EGR3,PITPNM3
EGR3,PPOX
EGR3,PRKAR2B
EGR3,PRPF3
EGR3,PRR14L
EGR3,PTPN3
EGR3,PURA
EGR3,RANBP1
EGR3,RBBP7
EGR3,RNASEH2A
EGR3,SF3B4
EGR3,SFT2D2
EGR3,SNX27
EGR3,SNX30
EGR3,SOCS2
EGR3,SORT1
EGR3,SPINT2
EGR3,SPNS1
EGR3,STAMBP
EGR3,TAF5
EGR3,TDRKH
EGR3,THOC2
EGR3,THOC6
EGR3,TLCD1
EGR3,UBAP2L
EGR3,UBE2Z
EGR3,USP39
EGR3,USP43
EGR3,XPR1
EGR3,ZNF706
EGR3,ZSWIM5
EGR3,ZSWIM6
EHD3,RBSN
EHHADH,ACAT1
EHHADH,IVD
ELAVL1,ATF5
ELAVL1,TRAF5
ELAVL1,ZFP36
ELK1,ACD
ELK1,ACTG1
ELK1,ACTG2
ELK1,ALYREF
ELK1,AP3B1
ELK1,AP5M1
ELK1,APC
ELK1,ARF1
ELK1,ARID2
ELK1,BANF1
ELK1,BRCA1
ELK1,BROX
ELK1,C17orf58
ELK1,CBLN2
ELK1,CDCA8
ELK1,CIDEB
ELK1,CLK2
ELK1,COMMD5
ELK1,COPA
ELK1,CPSF3
ELK1,CSPP1
ELK1,DAP3
ELK1,DCAF8
ELK1,DDX55
ELK1,DISP1
ELK1,EGR1
ELK1,EIF2AK1
ELK1,EIF3G
ELK1,ELAVL1
ELK1,EMG1
ELK1,EPB41L4A
ELK1,EPHA2
ELK1,ERCC3
ELK1,EXOSC10
ELK1,EZH2
ELK1,FANCI
ELK1,FBXL18
ELK1,FBXW2
ELK1,FOS
ELK1,FUT4
ELK1,FZD4
ELK1,HEATR1
ELK1,ITGB3BP
ELK1,ITPA
ELK1,KAT7
ELK1,KBTBD4
ELK1,KCND3
ELK1,KIF4A
ELK1,KLHDC3
ELK1,LASP1
ELK1,LZIC
ELK1,MCM10
ELK1,MECOM
ELK1,MSH3
ELK1,MTBP
ELK1,MTIF2
ELK1,NFYA
ELK1,NOL7
ELK1,NUP155
ELK1,OGG1
ELK1,OSTF1
ELK1,OTUD7B
ELK1,PARD3
ELK1,POLA1
ELK1,PPOX
ELK1,PRCP
ELK1,PRPF19
ELK1,PUF60
ELK1,RABIF
ELK1,RAC1
ELK1,RALA
ELK1,RBM22
ELK1,RBP5
ELK1,RNF150
ELK1,RNPS1
ELK1,RPL15
ELK1,RPL37
ELK1,SEC24C
ELK1,SENP1
ELK1,SERPINI1
ELK1,SETDB1
ELK1,SF3B2
ELK1,SFR1
ELK1,SKP2
ELK1,SLBP
ELK1,SLC25A20
ELK1,SMG8
ELK1,SND1
ELK1,SNX12
ELK1,TMEM68
ELK1,TNF
ELK1,TRIM15
ELK1,TRRAP
ELK1,UBE2J2
ELK1,UBE2Q1
ELK1,UGGT1
ELK1,WDR46
ELK1,ZFP36
ELK1,ZNF581
ELK1,ZNF623
ELK1,ZSCAN29
ELK4,NR2C2
ENAH,ACTB
ENAH,E2F2
EP400,TRRAP
EPHX2,CYP2B6
ERCC3,GTF2H4
ERCC3,MNAT1
ETS2,BRCA1
ETS2,CD4
ETS2,ETV4
ETS2,NAE1
