Node1,Node2,Weight
ALDOB,FBP1,0.930647602
AMDHD1,MYC,-0.306674439
AMDHD1,UROC1,0.687435501
ANAPC11,PTTG1,0.131185023
ANAPC5,PTTG1,0.455623545
ANAPC7,PTTG1,0.370281408
ANKZF1,AURKB,0.118122682
ANKZF1,CA2,0.194337465
AOC1,INMT,0.058555076
APC2,AXIN2,0.017803332
ARAF,KRAS,-0.248047134
ARAF,NRAS,-0.125513086
ARAF,PRKCD,-0.447043478
ARAF,YWHAB,-0.040197345
ARAF,YWHAG,-0.284179167
ARAF,YWHAZ,-0.136005382
ARF1,MDM4,0.480591621
ARF1,NPM1,0.054727494
ARF1,WBP11,-0.721841985
ARID1A,SMARCA4,0.58912544
ARID4B,SAP130,0.257835641
ASL,ADSL,-0.777142175
ASS1,ADSS1,0.524688557
ASS1,ASL,0.466623965
ASS1,MYC,0.310977842
ATF2,ACBD4,-0.265851582
ATF2,ADRA1B,0.272650549
ATF2,AHCTF1,0.306273154
ATF2,ALDH18A1,-0.075325552
ATF2,APOC3,-0.258008347
ATF2,AQP1,0.161857888
ATF2,ARID1B,0.578599848
ATF2,C1orf35,0.008993779
ATF2,C1orf74,0.016402375
ATF2,C6orf62,0.07745972
ATF2,CCDC124,-0.376748464
ATF2,CCDC86,0.795617726
ATF2,CDKL5,0.832236403
ATF2,CENPE,0.654352275
ATF2,CEP55,0.454473998
ATF2,DCUN1D3,0.518089312
ATF2,EARS2,-0.364052278
ATF2,EBF1,0.449703904
ATF2,ENSA,-0.617595922
ATF2,FAM50A,0.419666099
ATF2,FAS,-0.675420214
ATF2,FGF13,-0.146698521
ATF2,GGNBP2,0.30243182
ATF2,HDAC4,0.593403956
ATF2,IGF2BP2,0.606101051
ATF2,IRAK1,-0.295368855
ATF2,ITGB8,-0.156509563
ATF2,KAT7,0.415075129
ATF2,KCNN3,0.343139277
ATF2,KLF13,-0.147226273
ATF2,KRTCAP2,-0.518382544
ATF2,MAP3K1,0.766278013
ATF2,MCM10,0.375049479
ATF2,NCSTN,-0.287977579
ATF2,OIT3,-0.747876252
ATF2,ONECUT2,0.538857695
ATF2,OXNAD1,-0.358115303
ATF2,PCDH9,-0.255229012
ATF2,PFDN6,-0.217072096
ATF2,PHACTR3,-0.460304014
ATF2,POGK,0.058211098
ATF2,PWP1,0.700508342
ATF2,RCC2,-0.111853096
ATF2,RNMT,-0.040845491
ATF2,SAFB2,-0.187636201
ATF2,SART3,0.007772552
ATF2,SLC5A7,0.628701875
ATF2,SMARCD1,0.324749158
ATF2,SNRNP40,-0.492243567
ATF2,STRBP,0.862563617
ATF2,SUV39H2,0.354786867
ATF2,TBCC,-0.240339097
ATF2,ZNF711,-0.617369951
ATF2,ZWILCH,0.6317507
ATF5,ACBD4,0.075077693
ATF5,ADK,-0.405972506
ATF5,ADRA1B,-0.285625678
ATF5,CDKL5,0.11714731
ATF5,CENPE,0.149454227
ATF5,CEP55,0.399739126
ATF5,CIRBP-AS1,0.271689
ATF5,COPA,0.104973539
ATF5,DNAJC7,-0.150126862
ATF5,DNAJC9,-0.426291912
ATF5,ENOPH1,-0.252094561
ATF5,FBXO4,-0.516966935
ATF5,FGF13,0.621786924
ATF5,GGNBP2,-0.124908745
ATF5,HHIP,0.39210583
ATF5,HNRNPA2B1,0.140028311
ATF5,HNRNPU,0.489184976
ATF5,IGF2BP2,0.20988371
ATF5,JDP2,-0.463081523
ATF5,KAT7,0.435685376
ATF5,KCNN2,0.032737586
ATF5,KLF13,0.012811105
ATF5,KLHL12,-0.11501425
ATF5,KRTCAP2,0.572890004
ATF5,LIG3,0.548119358
ATF5,LOX,-0.55069945
ATF5,LPP,0.360734038
ATF5,MCAM,0.14547794
ATF5,NEDD1,-0.48025237
ATF5,NPM1,-0.225499255
ATF5,NUDT3,0.499052141
ATF5,ONECUT2,0.440278562
ATF5,PCDH9,0.165749209
ATF5,PEX5,-0.112687527
ATF5,PFDN6,0.466874712
ATF5,PHACTR3,0.059338206
ATF5,RAD51C,0.420978798
ATF5,RNF44,0.176586982
ATF5,RPS27,-0.259394546
ATF5,RUSC1,0.489060517
ATF5,SAFB2,0.573439307
ATF5,SLC5A7,0.252241704
ATF5,SND1,0.553842552
ATF5,STAMBP,0.5272284
ATF5,TAF2,-0.235054716
ATF5,TAPT1,-0.087375577
ATF5,TSPYL1,0.124129616
ATF5,UCK2,-0.704514462
ATF5,ZNF711,-0.030773597
ATF5,ZNF746,-0.346204129
ATF5,ZWILCH,-0.290463315
ATP6V1F,EGR2,-0.585632331
ATP6V1F,EGR3,-0.589424961
B4GALT3,ST3GAL3,-0.567681896
BAD,MAPK3,0.32507474
BCL2L1,BAX,0.139061468
BDP1,POLR3F,0.378964549
BHMT,DMGDH,0.451618275
BMP5,BMPR1A,0.456449279
BMP8A,BMPR1A,0.07751072
BRCA1,ASPM,0.494160181
BRCA1,AURKA,0.46534961
BRCA1,DDB2,-0.31466932
BRCA1,HNRNPA2B1,0.264280044
BRCA1,KPNA2,0.898952242
BRCA1,MNAT1,0.272821299
BRCA1,SMC1A,0.653488409
BRCA2,BUB1B,0.756781142
BRCA2,CCNE1,0.82052196
BRCA2,FANCG,0.627055783
BRCA2,PSMD3,0.676971457
BRCA2,RPA1,-0.442073927
BRCA2,SEM1,0.424041494
BRD7,PAFAH1B3,-0.312390843
BRD7,PTPN13,-0.427492204
BRD7,RPLP1,-0.342353627
BRD8,TRRAP,-0.232434019
CAMK1,EGR2,-0.564149867
CAMK1,EGR3,-0.254469415
CAMK2B,EGR2,0.335028352
CAMK2B,EGR3,-0.068965172
CAT,NFYC,-0.326567923
CCNA2,PTMA,0.20758951
CCNB1,FOXM1,0.663340565
CCNB1,PTMA,0.456313977
CCNB1,PTTG1,0.93715579
CCNB2,ANAPC11,0.404194528
CCNB2,ANAPC7,0.301478818
CCNB2,CDC23,0.618872915
CCND1,E2F8,0.657461165
CCND1,EZH2,0.556022244
CCND1,NELFCD,0.472130473
CCND1,NPM1,-0.049058761
CCNE1,COIL,0.711346927
CCNE1,EGR2,-0.566295415
CCNE1,EGR3,-0.338034181
CCNE1,EZH2,0.638413919
CCNE1,SMARCC1,0.829430127
CCNE1,TCF19,0.5672413
CD14,ATF2,-0.770396629
CD14,TLR4,0.741449682
CDC20,FBXO5,0.641898933
CDC20,NFYC,0.054781033
CDC20,PTTG1,0.95914033
CDC23,NFYC,-0.269364209
CDC23,PTTG1,0.388762128
CDC25B,FOXM1,-0.509709254
CDC25B,MYC,0.385890746
CDC25C,MYC,0.48043673
CDC25C,PPP1CC,0.613575427
CDC6,FOXM1,0.279626296
CDC6,MCM3,0.889060446
CDC6,MYC,0.573972292
CDK1,FOXM1,0.291884239
CDK1,HMGA1,0.717521052
CDK1,MDM4,-0.058784479
CDK1,NPM1,0.377878846
CDK1,PTMA,0.438569017
CDK1,PTTG1,0.775360774
CDK7,ERCC3,-0.238741879
CDK7,PCGF6,0.409141772
CDKN1A,AATF,0.236144162
CDKN1A,ATF2,-0.783943341
CDKN1A,BRCA1,-0.272738474
CDKN1A,CCNE1,-0.081313073
CDKN1A,ETS2,0.499597386
CDKN1A,FUBP1,0.586926219
CDKN1A,HDAC4,-0.393478944
CDKN1A,MYC,0.378126469
CDKN1A,NELFCD,-0.900687994
CDKN1A,TAF5,-0.698536282
CDKN1A,TSG101,0.402765875
CDKN2A,EZH2,0.064276554
CDKN2A,FOXM1,0.406909554
CDKN2A,MCM5,0.517064724
CDKN2C,EGR2,-0.068826209
CDKN2C,EGR3,0.168859789
CDKN2C,RBBP5,-0.407195696
CDKN2C,WDR5,0.191006692
CENPS,FANCI,0.637879488
CENPX,FANCI,0.748902895
CFI,C3,0.390220992
CITED2,LHX2,-0.005994836
CKS1B,NFYC,0.421625334
CKS1B,SKP2,-0.620033123
CKS2,YBX1,0.46030623
CLEC4M,IL10,0.79768222
CLOCK,CSNK1D,0.719490919
CNOT3,CAND1,-0.297529171
CNOT3,CNOT1,0.392389039
CNOT4,CNOT1,0.051777501
CNOT4,UBE2D2,-0.237799414
COIL,NIF3L1,-0.022071301
COIL,SART3,-0.148360114
COIL,TGS1,0.226096001
CSNK1A1,HMGB2,0.165217004
CSNK1A1,MDM4,-0.376277534
CSNK2A1,ATF2,-0.470016083
CSNK2A1,BDP1,0.013942238
CSNK2A1,BRCA1,-0.256086346
CSNK2A1,CUX2,0.799915384
CSNK2A1,MAZ,-0.417686641
CSNK2A1,SSRP1,0.057383159
CSNK2A1,ZHX1,0.099773344
CTNNBL1,STAMBP,0.473459669
CYP1A2,CYP26A1,0.215817207
CYP1A2,CYP2C19,0.073556542
CYP1A2,CYP2J2,-0.125687018
CYP1A2,GSTO2,-0.490975435
CYP1A2,NAT2,0.586058848
CYP26A1,CYP2B6,0.464200643
CYP2A6,CYP2B6,0.729042173
CYP2A7,CYP26A1,0.009097682
CYP2C8,CYP26A1,0.209693446
CYP2C9,CYP26A1,0.49427152
CYP8B1,AKR1D1,-0.488646277
CYP8B1,TP53,-0.199551158
DACH1,UBE2I,0.146605028
DCN,NR1H4,0.769714772
DCTN2,EGR2,-0.369304561
DCTN2,EGR3,-0.653383934
DCTN2,TUBA1B,0.579964109
DCTN4,HSF2,0.628393009
DCTN4,TUBA1B,0.143174345
DDB2,CUL4A,0.043654786
DDB2,CUL4B,-0.422340791
DDX20,DHX9,0.035854419
DDX20,GEMIN5,0.447156898
DDX20,SNRPD2,0.214911396
DDX20,SNRPE,-0.050384071
DDX20,SNRPF,0.122403325
DGKQ,PLCD3,0.029591062
DGKZ,EGR3,0.291997803
DGKZ,PLCD3,-0.277655204
DNAJC2,HSPA14,-0.41345827
DNMT1,CBX1,0.237530242
DNMT1,EPCAM,0.200099626
DNMT1,TSG101,-0.335270248
DNMT3A,CBX1,0.169600115
DNMT3A,EZH2,0.444107254
DNMT3A,SETDB1,-0.031503098
DNMT3A,SUV39H1,0.570937621
DNMT3A,UBE2I,0.479809737
DR1,NR2C2,0.184911504
DR1,POLE3,-0.259359271
DR1,PTGS2,-0.290515023
DTYMK,TK1,0.653645674
DUSP1,ATF2,-0.686492516
DUSP1,ATF5,-0.364867266
DUSP1,MYC,0.008421745
DUT,MYC,-0.189846172
DUT,TK1,-0.199289002
DVL1,BRD7,0.244954725
DVL1,FRAT1,-0.458224972
DVL1,FRAT2,-0.657024163
DVL1,MYC,-0.158879347
DVL1,NKD2,-0.495570335
DVL2,FRAT1,-0.468956494
DVL2,MYC,-0.266641737
DVL2,NKD2,-0.940680082
DVL2,RNPS1,0.499386559
DVL3,FRAT1,-0.53057415
DVL3,KAT7,0.45971561
DVL3,NKD2,-0.477903621
DYNC1H1,TUBA1B,0.504391846
DYNC1I2,TUBA1B,0.689440929
DYNLL1,DNMT1,0.745177293
DYNLL1,EGR2,-0.082591388
DYNLL1,EGR3,-0.5217403
DYNLL1,NRF1,-0.165995311
DYNLL1,TUBA1B,0.906648884
DYNLL1,ZHX1,-0.206223538
DYNLL1,ZMYND11,-0.651516707
E2F2,ACSL1,0.302951678
E2F2,ACTR6,0.089436316
E2F2,AGBL5,0.505178628
E2F2,AP1S1,-0.661724958
E2F2,APIP,0.144549245
E2F2,ARHGAP11A,-0.162855362
E2F2,ARID1A,0.702883238
E2F2,ARID3B,0.281573408
E2F2,ARL6IP6,0.366089384
E2F2,ARSJ,0.322088855
E2F2,BAP1,0.245980568
E2F2,BMPR1B,0.512524294
E2F2,BROX,-0.422705402
E2F2,C11orf54,0.404632318
E2F2,CA2,-0.442821858
E2F2,CAPRIN1,-0.390615022
E2F2,CBX1,0.093958823
E2F2,CCNE1,0.055838497
E2F2,CCNE2,0.586261913
E2F2,CCT3,0.132952273
E2F2,CDCA3,0.214380799
E2F2,CDCA7,0.704379064
E2F2,CENPM,0.374533591
E2F2,CHCHD7,-0.368833277
E2F2,CHRDL1,-0.584463524
E2F2,CLIC1,-0.16680765
E2F2,CLK2,0.184735372
E2F2,CLTA,0.005491383
E2F2,CNOT10,-0.335405461
E2F2,COPS6,-0.217725238
E2F2,CSRNP1,-0.63116808
E2F2,CYP2R1,0.186305186
E2F2,DCAF7,0.174059235
E2F2,DCTPP1,-0.2090148
E2F2,DENR,-0.268549666
E2F2,DHX30,0.052468017
E2F2,DHX9,-0.028786909
E2F2,DPF2,-0.284788529
E2F2,DTL,0.228826086
E2F2,EFCAB7,-0.314864212
E2F2,EPM2A,0.257793451
E2F2,FARS2,-0.116489841
E2F2,FBLN1,0.034582158
E2F2,GALNT11,0.171684381
E2F2,GCHFR,-0.267466858
E2F2,GINS1,0.119922599
E2F2,GMNN,-0.114772503
E2F2,GON4L,-0.022531176
E2F2,GPAA1,0.168417139
E2F2,GPR158,0.382902693
E2F2,GTF3C2,0.525907982
E2F2,HAT1,-0.267613733
E2F2,HMGB2,0.498867648
E2F2,KDM6A,-0.124533381
E2F2,KIAA1143,-0.356618369
E2F2,KLHDC3,0.321408293
E2F2,LBR,0.524823693
E2F2,LHX2,-0.396502047
E2F2,LRRC4C,0.327788303
E2F2,MAPRE1,-0.026405757
E2F2,MCM10,-0.187280716
E2F2,MELK,-0.020245022
E2F2,MEPCE,0.04864607
E2F2,METTL15,0.138534807
E2F2,METTL3,-0.136009456
E2F2,MRPL24,-0.22251437
E2F2,MRPL49,0.412090147
E2F2,MRTO4,-0.059870936
E2F2,MSH3,-0.493028532
E2F2,MSH6,-0.187034741
E2F2,MYOZ3,0.466765602
E2F2,MZT1,0.007807513
E2F2,N4BP2L1,-0.151401601
E2F2,NCBP2,-0.282782321
E2F2,NEK2,0.621235077
E2F2,NIPBL,-0.068757597
E2F2,NPY1R,-0.189446232
E2F2,NR2C2AP,-0.056480906
E2F2,NSF,-0.283280175
E2F2,NSFL1C,-0.179913508
E2F2,NUP153,0.206187944
E2F2,NUP155,-0.073563123
E2F2,OAS2,-0.320983772
E2F2,OTUD7B,0.019464774
E2F2,PABPC1,0.779766672
E2F2,PARD3,0.370416604
E2F2,PHYHIPL,0.044838027
E2F2,POLE2,0.213040633
E2F2,PPM1D,-0.534784862
E2F2,PRR14L,0.022971544
E2F2,PRRC2C,-0.063372695
E2F2,PTBP3,0.050629805
E2F2,PTGS2,-0.381595928
E2F2,PTMA,-0.41379042
E2F2,PTPRB,0.063472529
E2F2,PXMP2,-0.585809823
E2F2,RANBP1,0.033691979
E2F2,RASSF4,-0.152875392
E2F2,RBM22,-0.087518391
E2F2,RBM28,-0.095866801
E2F2,RDH16,0.46216572
E2F2,RHOBTB1,0.381248954
E2F2,RPL15,0.427752669
E2F2,RPL29,0.460163002
E2F2,RPS20,0.480748621
E2F2,RPS6KB1,-0.120417089
E2F2,RUSC1,-0.135283315
E2F2,SAP30L,-0.334043109
E2F2,SENP1,-0.241961771
E2F2,SERPINE1,-0.098559342
E2F2,SETD2,-0.054470509
E2F2,SHB,0.355907454
E2F2,SLC16A2,-0.318979235
E2F2,SLC25A20,0.156271251
E2F2,SLC2A3,-0.572933519
E2F2,SLC39A14,-0.419646426
E2F2,SMARCE1,0.025670302
E2F2,SMC3,0.658618295
E2F2,SMC4,0.316326465
E2F2,SORL1,0.373518219
E2F2,SPRY2,0.192698345
E2F2,STAG1,0.268534995
E2F2,STK35,-0.219933124
E2F2,STMN1,0.538226599
E2F2,STOML2,-0.414986587
E2F2,SUV39H1,-0.061116969
E2F2,SUZ12,0.211725041
E2F2,TACC3,0.605039617
E2F2,TCP1,0.063779987
E2F2,TMEM53,-0.263535275
E2F2,TMPO,0.248335729
E2F2,TRMT12,-0.018961126
E2F2,TRMT6,-0.526296095
E2F2,TSPAN7,0.22835045
E2F2,TUFT1,-0.385810698
E2F2,UBE2S,-0.398502604
E2F2,UHRF1,-0.277549649
E2F2,UNG,0.505624155
E2F2,USP1,0.293459206
E2F2,UTRN,0.130324855
E2F2,WNT5A,0.451146729
E2F2,WNT9A,-0.375832727
E2F2,WRAP73,-0.171964351
E2F2,XPO1,0.338468568
E2F4,AGBL5,0.590923885
E2F4,ANLN,0.292494756
E2F4,AP1S1,-0.601327561
E2F4,APIP,0.554581414
E2F4,ARHGAP11A,-0.278863308
E2F4,ARL6IP6,0.443465982
E2F4,ARSJ,0.038399785
E2F4,AURKB,0.610122725
E2F4,BAP1,0.457311478
E2F4,BIRC5,0.521958057
E2F4,BMPR1B,0.666062305
E2F4,BROX,-0.147806052
E2F4,BUB3,0.034481492
E2F4,CA2,-0.338803648
E2F4,CALM1,0.533222563
E2F4,CAPRIN1,-0.170175921
E2F4,CBX1,0.585031702
E2F4,CCT3,0.624317096
E2F4,CDC37L1,-0.359930859
E2F4,CDCA7,0.517293458
E2F4,CENPE,0.534296527
E2F4,CENPM,0.552007765
E2F4,CHCHD7,0.171406078
E2F4,CHRDL1,-0.130690297
E2F4,CLIC1,-0.217015336
E2F4,CLK2,0.328283349
E2F4,CLTA,0.666257465
E2F4,CNOT10,0.133981521
E2F4,COL4A1,-0.658096768
E2F4,COPS6,-0.432093007
E2F4,CSE1L,0.35256588
E2F4,CSRNP1,-0.605637907
E2F4,CTH,-0.281438902
E2F4,CYP2R1,0.677927998
E2F4,DCTPP1,-0.093677688
E2F4,DENR,0.019712006
E2F4,DHX30,0.524041348
E2F4,DHX9,-0.073820502
E2F4,DIRAS3,-0.531933505
E2F4,DRG1,0.176737498
E2F4,DTL,0.21225541
E2F4,EFCAB7,-0.434363235
E2F4,EIF4H,0.118207155
E2F4,F3,-0.608287727
E2F4,FARS2,-0.253294526
E2F4,FBLN1,0.029256363
E2F4,FEN1,-0.019622988
E2F4,G6PD,0.24073653
E2F4,GALNT11,-0.264373849
E2F4,GINS1,0.251489937
E2F4,GJB2,-0.524388597
E2F4,GMNN,-0.465432088
E2F4,GON4L,0.102976472
E2F4,GPAA1,0.252451393
E2F4,GPANK1,-0.269422186
E2F4,GPR158,-0.276182877
E2F4,GTF3C2,0.316350304
E2F4,HAT1,-0.42095578
E2F4,HLTF,0.021123039
E2F4,HMMR,0.427202011
E2F4,ITGB3BP,0.218267193
E2F4,KDM6A,-0.4144187
E2F4,KIAA1143,0.021782019
E2F4,KIF4A,-0.006231907
E2F4,KLHDC3,-0.216895161
E2F4,LHX2,-0.127299702
E2F4,LRRC4C,0.51508996
E2F4,MAPRE1,-0.149805092
E2F4,MCM10,0.049251642
E2F4,MCM8,0.132306495
E2F4,MELK,0.370891957
E2F4,MEPCE,0.08265755
E2F4,METTL15,0.139591261
E2F4,METTL3,-0.124769671
E2F4,MKI67,0.210372229
E2F4,MRPL24,0.329063594
E2F4,MRPL49,0.906362536
E2F4,MRTO4,0.246165843
E2F4,MSH2,0.151105908
E2F4,MSH3,-0.30223255
E2F4,MSH6,-0.571461523
E2F4,MYOZ3,0.429468721
E2F4,MZT1,0.569175965
E2F4,N4BP2L1,-0.504182506
E2F4,NCBP2,-0.273919786
E2F4,NCL,0.114064375
E2F4,NDC80,0.210441977
E2F4,NEK2,0.570150032
E2F4,NIPBL,0.12703261
E2F4,NPY1R,-0.474056399
E2F4,NR2C2AP,-0.077280199
E2F4,NSF,0.312893818
E2F4,NSFL1C,0.036769949
E2F4,NUP153,-0.318153492
E2F4,NUP155,0.010029535
E2F4,OTUD7B,-0.10554065
E2F4,PABPC1,0.928742779
E2F4,PARD3,-0.186926358
E2F4,PCLAF,0.154419003
E2F4,PHYHIPL,0.120160602
E2F4,PLK4,0.258196791
E2F4,PLSCR4,-0.567589829
E2F4,POLD1,0.253913894
E2F4,POLE2,0.084772932
E2F4,PPIA,-0.040649443
E2F4,PPM1D,-0.076584239
E2F4,PRC1,0.184893647
E2F4,PRIM2,0.224934022
E2F4,PRR14L,-0.463490059
E2F4,PRRC2C,0.029274133
E2F4,PTBP3,0.317443837
E2F4,PTGS2,-0.186857176
E2F4,PTMA,-0.352347667
E2F4,PTPRB,-0.136521409
E2F4,PXMP2,-0.395623554
E2F4,RABIF,-0.250255728
E2F4,RANBP1,-0.063843585
E2F4,RASSF4,-0.652209684
E2F4,RBM22,0.241520391
E2F4,RBM28,0.114426265
E2F4,RFC3,0.214050251
E2F4,RFC4,-0.167303502
E2F4,RHOBTB1,-0.022364621
E2F4,RPL15,0.630534788
E2F4,RPL23A,0.42945885
E2F4,RPL29,0.810527335
E2F4,RPS20,0.799496318
E2F4,RPS4X,0.196324946
E2F4,RRM1,0.088592609
E2F4,RUSC1,0.422555818
E2F4,SAP30L,-0.043424703
E2F4,SENP1,-0.692906631
E2F4,SETD2,0.048609233
E2F4,SHB,-0.090028543
E2F4,SLC16A2,-0.306703596
E2F4,SLC25A20,0.643325518
E2F4,SLC39A14,-0.866793481
E2F4,SMARCE1,0.644855001
E2F4,SMC2,0.323576505
E2F4,SMC3,0.256963898
E2F4,SMC4,-0.221752571
E2F4,SORL1,-0.261686959
E2F4,SPRY2,-0.234923234
E2F4,STAG1,-0.351241697
E2F4,STAM,-0.233280888
E2F4,STK35,-0.762423807
E2F4,STMN1,0.248712851
E2F4,STOML2,0.183093127
E2F4,SUPT4H1,0.56655235
E2F4,SUV39H1,0.206842833
E2F4,SUZ12,0.527711632
E2F4,TACC3,0.454307361
E2F4,TBL2,-0.365383748
E2F4,TCP1,0.627670631
E2F4,TK1,0.463655752
E2F4,TMEM53,-0.588941291
E2F4,TMPO,0.150809434
E2F4,TOP2A,0.553440865
E2F4,TOPBP1,-0.539504421
E2F4,TRMT6,-0.335485763
E2F4,TRRAP,-0.027916125
E2F4,TSNAX,0.216142824
E2F4,TSPAN7,-0.122970942
E2F4,TTK,0.552737298
E2F4,TUFT1,-0.671486083
E2F4,UBE2S,-0.424362667
E2F4,UNG,0.170111151
E2F4,WNT5A,0.222454289
E2F4,WNT9A,-0.271014908
E2F4,WRAP73,-0.11370764
E2F4,XPO1,0.049419009
E2F5,AGBL5,0.099897535
E2F5,AP1S1,0.085701393
E2F5,APIP,0.356279028
E2F5,ARHGAP11A,-0.297982133
E2F5,ARID1A,-0.620885978
E2F5,ARL6IP6,-0.081106473
E2F5,ARSJ,-0.37348962
E2F5,BAP1,-0.105020525
E2F5,BMPR1B,0.237449576
E2F5,BROX,0.243514567
E2F5,CA2,0.547419186
E2F5,CAPRIN1,0.252453721
E2F5,CBX1,0.341150422
E2F5,CCT3,0.210536231
E2F5,CDCA7,-0.596237798
E2F5,CENPM,0.3641716
E2F5,CHCHD7,0.703669954
E2F5,CHRDL1,0.758342004
E2F5,CLIC1,-0.197134949
E2F5,CLK2,-0.187968752
E2F5,CLTA,0.388072124
E2F5,CNOT10,0.257085181
E2F5,COPS6,-0.42369569
E2F5,CSRNP1,0.252825079
E2F5,CYP2R1,0.471094691
E2F5,DCTPP1,0.346471384
E2F5,DENR,0.511826543
E2F5,DHX30,0.041175937
E2F5,DHX9,-0.445524303
E2F5,DTL,-0.254423888
E2F5,EFCAB7,-0.27939896
E2F5,FARS2,-0.03119134
E2F5,FBLN1,-0.094824275
E2F5,GALNT11,-0.690843397
E2F5,GINS1,0.209788814
E2F5,GMNN,-0.09214328
E2F5,GON4L,-0.147524453
E2F5,GPAA1,-0.044936315
E2F5,GPR158,-0.589664189
E2F5,GTF3C2,-0.160122971
E2F5,HAT1,-0.017982435
E2F5,HMGA1,-0.090135821
E2F5,HMGB2,-0.35710981
E2F5,KDM6A,-0.614734686
E2F5,KIAA1143,0.665991242
E2F5,KLHDC3,-0.678665823
E2F5,LHX2,0.291372566
E2F5,LOXL2,0.145208149
E2F5,LRRC4C,0.141616452
E2F5,MCM10,0.300172388
E2F5,MELK,0.225288999
E2F5,MEPCE,0.02751853
E2F5,METTL15,0.205926465
E2F5,METTL3,-0.108463446
E2F5,MRPL24,0.421146224
E2F5,MRPL49,0.297058993
E2F5,MRTO4,0.605786565
E2F5,MSH3,0.536028526
E2F5,MSH6,-0.040017606
E2F5,MYOZ3,0.303770829
E2F5,MZT1,0.65191648
E2F5,N4BP2L1,-0.260010132
E2F5,NCBP2,0.291094021
E2F5,NIPBL,0.427951978
E2F5,NPY1R,-0.389581437
E2F5,NR2C2AP,0.50524362
E2F5,NSF,0.41386524
E2F5,NSFL1C,0.309028745
E2F5,NUP153,-0.429881205
E2F5,NUP155,0.402799241
E2F5,OTUD7B,-0.407754654
E2F5,PABPC1,0.063646627
E2F5,PARD3,-0.504924753
E2F5,PHYHIPL,0.159506219
E2F5,PPM1D,0.706802849
E2F5,PRR14L,-0.505632776
E2F5,PRRC2C,-0.21132283
E2F5,PTBP3,0.020180765
E2F5,PTMA,-0.017346001
E2F5,PTPRB,-0.399904858
E2F5,PXMP2,0.582560443
E2F5,RANBP1,0.090299594
E2F5,RASSF4,-0.419563008
E2F5,RBM22,0.46463878
E2F5,RBM28,0.201847828
E2F5,RHOBTB1,-0.590271782
E2F5,RPL15,-0.046662061
E2F5,RPL29,0.260316361
E2F5,RPS20,0.36441684
E2F5,RUSC1,0.196578381
E2F5,SAP30L,0.590874561
