Node1,Node2,Weight
AATF,BAX,-0.219409399
AATF,LDOC1,-0.03605979
AATF,POLR2J,0.37859266
AATF,TSG101,0.513801679
ABL2,BTF3,-0.247162562
ACAA1,PCCA,0.556132534
ACAA2,PCCA,0.615628096
ACADS,ECHS1,0.866343599
ACADS,EHHADH,0.69094734
ACAT1,AACS,-0.691240738
ACAT1,CTCF,-0.053925747
ACAT1,HMGCS2,0.204367766
ACAT1,MYC,-0.138185066
ACTB,ACTR3C,-0.526523364
ACTB,AHNAK,0.010482115
ACTB,ARHGAP10,0.744619835
ACTB,CTNNA1,0.354839982
ACTB,EGR3,0.474849909
ACTB,ITGA2,0.429631544
ACTB,ITGA6,0.533242531
ACTB,ITGA9,0.264317214
ACTB,ITGB8,0.352099046
ACTB,MYO1B,-0.356706697
ACTB,MYO5A,0.567423577
ACTB,SMARCA4,-0.041116989
ACTB,STK3,0.166119477
ACTB,WAS,-0.06596185
ACTB,WASF1,-0.350876165
ACTG1,CTNNA1,0.074290057
ACTG1,EGR3,0.521176309
ACTG1,NR3C2,-0.437517983
ACTG1,STK3,-0.337837707
ACTL6A,TRRAP,0.040090726
ACTL6B,EGR3,-0.377775031
ACTL6B,NFYC,-0.283709648
ACTR3C,CTCF,-0.161820126
ADH1A,CYP26A1,-0.283352236
ADH1A,GSTA3,-0.053506953
ADH1A,GSTA4,-0.04743478
ADH1A,GSTM1,0.479585642
ADH1A,GSTM2,0.298146928
ADH1A,GSTM3,-0.561364247
ADH1A,GSTM4,0.388145588
ADH1A,GSTM5,-0.041954206
ADH1A,GSTO1,0.545787055
ADH1A,GSTO2,0.178570775
ADH1A,GSTP1,-0.576390588
ADH1A,GSTT1,-0.023259715
ADH1A,MGST1,0.173637636
ADH1A,MGST2,0.541722534
ADH1A,MGST3,0.1838805
ADRA1A,FOS,0.384504749
ADRA1A,FOSB,0.552844828
ADRA1A,JUNB,0.199068595
ADSS1,CAD,-0.462398966
AGTR1,ETV4,0.278378847
AGTR1,SERPINE1,0.109706016
AGTR1,SND1,0.057134466
AGXT2,ABAT,0.549013549
AHNAK,EBF1,-0.285836764
AKR1B10,MYC,-0.076732951
AKT1,EZH2,-0.324911113
AKT1,MDM4,-0.160676383
AKT1,RPS6KB1,0.083138102
AKT2,RPS6KB1,-0.315912096
AKT3,BAD,0.325555973
AKT3,C6,-0.103281418
AKT3,C7,0.42709102
AKT3,C8A,-0.393492006
AKT3,C8B,-0.075332043
AKT3,C9,-0.520285909
AKT3,CDKN1A,0.334281836
AKT3,HSP90AA1,-0.316669369
AKT3,HSP90AB1,-0.066646709
AKT3,PPP2R5A,0.444212617
AKT3,PTK2,-0.571404526
AKT3,RHOB,0.125471458
AKT3,RPS6KB1,0.271332143
AKT3,THEM4,-0.269566567
AKT3,TSC2,0.43904875
ALDH1B1,ACYP1,0.116538634
ALDH1B1,ADH1A,0.357415906
ALDH1B1,AOC1,-0.365382033
ALDH1B1,CTCF,-0.15646258
ALDH2,ACYP1,-0.183307552
ALDH2,ADH1A,0.574209211
ALDH2,ADH1B,0.775746972
ALDH2,ADH1C,0.62666234
ALDH2,ADH4,0.03710929
ALDH2,AKR1B10,-0.238027205
ALDH2,AOC1,-0.604750993
ALDH2,BBOX1,0.407728302
ALDH6A1,ABAT,0.764114511
ALDH6A1,ATF2,0.006952473
ALDH6A1,MYC,-0.184476839
ALDH6A1,NFYC,0.357023195
ALDOB,FBP1,0.474862093
AMDHD1,MYC,-0.368902497
AMDHD1,UROC1,0.125650716
ANAPC11,PTTG1,0.890000399
ANAPC5,FOS,-0.032763228
ANAPC5,FOSB,-0.029031554
ANAPC5,JUNB,-0.591253231
ANAPC5,MYC,-0.089897485
ANAPC5,PTTG1,0.590196469
ANAPC7,PTTG1,0.704371588
ANKZF1,AURKB,0.113306028
ANKZF1,CA2,-0.336354361
AOC1,INMT,-0.173635611
APC,AXIN1,-0.088624724
APC,AXIN2,-0.689162782
APC,BIRC5,-0.239425656
APC,CTCF,-0.409918388
APC,CTNNB1,-0.195886286
APC,MAPRE1,-0.451479625
APC,PTGS2,0.155972768
APC2,AXIN1,0.062601153
APC2,AXIN2,-0.083180137
APC2,CTCF,0.058169356
APC2,CTNNB1,-0.415641979
APOA1,CTCF,0.528819372
ARAF,KRAS,-0.369259649
ARAF,NRAS,-0.459359753
ARAF,PRKCD,-0.438692651
ARAF,YWHAB,0.099429316
ARAF,YWHAG,-0.448123029
ARAF,YWHAZ,-0.461567417
ARF1,MDM4,0.605252346
ARF1,NPM1,0.053655134
ARF1,WBP11,0.1863014
ARID1A,SMARCA4,0.36955696
ARID1A,SMARCB1,0.461507219
ARID1B,FOSB,-0.228027286
ARID1B,JUNB,-0.611382774
